,Game Date,Box Score,Team,Player1,Player2,Player3,Player4,Player5
46,2018-01-22,Box Score,POR,A. Aminu,D. Lillard,C. McCollum,J. Nurkić,E. Turner
47,2018-01-24,Box Score,POR,A. Aminu,D. Lillard,C. McCollum,J. Nurkić,E. Turner
48,2018-01-26,Box Score,POR,A. Aminu,M. Harkless,D. Lillard,C. McCollum,J. Nurkić
49,2018-01-30,Box Score,POR,A. Aminu,D. Lillard,C. McCollum,J. Nurkić,E. Turner
50,2018-01-31,Box Score,POR,A. Aminu,D. Lillard,C. McCollum,J. Nurkić,E. Turner
51,2018-02-02,Box Score,POR,A. Aminu,D. Lillard,C. McCollum,J. Nurkić,E. Turner
52,2018-02-04,Box Score,POR,A. Aminu,D. Lillard,C. McCollum,J. Nurkić,E. Turner
53,2018-02-05,Box Score,POR,A. Aminu,M. Harkless,D. Lillard,C. McCollum,J. Nurkić
54,2018-02-08,Box Score,POR,A. Aminu,M. Harkless,D. Lillard,C. McCollum,J. Nurkić
55,2018-02-09,Box Score,POR,A. Aminu,M. Harkless,D. Lillard,C. McCollum,J. Nurkić
56,2018-02-11,Box Score,POR,A. Aminu,M. Harkless,D. Lillard,C. McCollum,J. Nurkić
57,2018-02-14,Box Score,POR,A. Aminu,M. Harkless,D. Lillard,C. McCollum,J. Nurkić
58,2018-02-23,Box Score,POR,A. Aminu,M. Harkless,D. Lillard,C. McCollum,J. Nurkić
59,2018-02-24,Box Score,POR,A. Aminu,M. Harkless,D. Lillard,C. McCollum,J. Nurkić
60,2018-02-27,Box Score,POR,A. Aminu,M. Harkless,D. Lillard,C. McCollum,J. Nurkić
61,2018-03-01,Box Score,POR,A. Aminu,M. Harkless,D. Lillard,C. McCollum,J. Nurkić
62,2018-03-03,Box Score,POR,A. Aminu,D. Lillard,C. McCollum,J. Nurkić,E. Turner
63,2018-03-05,Box Score,POR,A. Aminu,D. Lillard,C. McCollum,J. Nurkić,E. Turner
64,2018-03-06,Box Score,POR,A. Aminu,D. Lillard,C. McCollum,J. Nurkić,E. Turner
65,2018-03-09,Box Score,POR,A. Aminu,M. Harkless,D. Lillard,C. McCollum,J. Nurkić
66,2018-03-12,Box Score,POR,A. Aminu,M. Harkless,D. Lillard,C. McCollum,J. Nurkić
67,2018-03-15,Box Score,POR,A. Aminu,M. Harkless,D. Lillard,C. McCollum,J. Nurkić
68,2018-03-17,Box Score,POR,A. Aminu,M. Harkless,D. Lillard,C. McCollum,J. Nurkić
69,2018-03-18,Box Score,POR,A. Aminu,M. Harkless,D. Lillard,C. McCollum,J. Nurkić
70,2018-03-20,Box Score,POR,A. Aminu,M. Harkless,D. Lillard,C. McCollum,J. Nurkić
71,2018-03-23,Box Score,POR,A. Aminu,M. Harkless,D. Lillard,C. McCollum,J. Nurkić
72,2018-03-25,Box Score,POR,A. Aminu,M. Harkless,D. Lillard,C. McCollum,J. Nurkić
73,2018-03-27,Box Score,POR,A. Aminu,D. Lillard,C. McCollum,J. Nurkić,E. Turner
74,2018-03-28,Box Score,POR,A. Aminu,C. McCollum,S. Napier,J. Nurkić,E. Turner
75,2018-03-30,Box Score,POR,A. Aminu,D. Lillard,C. McCollum,J. Nurkić,E. Turner
76,2018-04-01,Box Score,POR,A. Aminu,D. Lillard,C. McCollum,J. Nurkić,E. Turner
77,2018-04-03,Box Score,POR,A. Aminu,D. Lillard,C. McCollum,J. Nurkić,E. Turner
78,2018-04-05,Box Score,POR,A. Aminu,C. McCollum,S. Napier,J. Nurkić,E. Turner
79,2018-04-07,Box Score,POR,A. Aminu,D. Lillard,C. McCollum,J. Nurkić,E. Turner
80,2018-04-09,Box Score,POR,A. Aminu,D. Lillard,C. McCollum,J. Nurkić,E. Turner
81,2018-04-11,Box Score,POR,A. Aminu,D. Lillard,C. McCollum,J. Nurkić,E. Turner
0,2018-10-18,Box Score,POR,A. Aminu,J. Layman,D. Lillard,C. McCollum,J. Nurkić
1,2018-10-20,Box Score,POR,A. Aminu,J. Layman,D. Lillard,C. McCollum,J. Nurkić
2,2018-10-22,Box Score,POR,A. Aminu,J. Layman,D. Lillard,C. McCollum,J. Nurkić
3,2018-10-25,Box Score,POR,A. Aminu,J. Layman,D. Lillard,C. McCollum,J. Nurkić
4,2018-10-27,Box Score,POR,A. Aminu,J. Layman,D. Lillard,C. McCollum,J. Nurkić
5,2018-10-29,Box Score,POR,A. Aminu,J. Layman,D. Lillard,C. McCollum,J. Nurkić
6,2018-10-30,Box Score,POR,A. Aminu,J. Layman,D. Lillard,C. McCollum,J. Nurkić
7,2018-11-01,Box Score,POR,A. Aminu,J. Layman,D. Lillard,C. McCollum,J. Nurkić
8,2018-11-03,Box Score,POR,A. Aminu,J. Layman,D. Lillard,C. McCollum,J. Nurkić
9,2018-11-04,Box Score,POR,A. Aminu,J. Layman,D. Lillard,C. McCollum,J. Nurkić
10,2018-11-06,Box Score,POR,A. Aminu,J. Layman,D. Lillard,C. McCollum,J. Nurkić
11,2018-11-08,Box Score,POR,A. Aminu,J. Layman,D. Lillard,C. McCollum,J. Nurkić
12,2018-11-11,Box Score,POR,A. Aminu,J. Layman,D. Lillard,C. McCollum,J. Nurkić
13,2018-11-14,Box Score,POR,A. Aminu,J. Layman,D. Lillard,C. McCollum,J. Nurkić
14,2018-11-16,Box Score,POR,A. Aminu,J. Layman,D. Lillard,C. McCollum,J. Nurkić
15,2018-11-18,Box Score,POR,A. Aminu,J. Layman,D. Lillard,C. McCollum,J. Nurkić
16,2018-11-20,Box Score,POR,A. Aminu,J. Layman,D. Lillard,C. McCollum,J. Nurkić
17,2018-11-21,Box Score,POR,A. Aminu,J. Layman,D. Lillard,C. McCollum,J. Nurkić
18,2018-11-23,Box Score,POR,A. Aminu,J. Layman,D. Lillard,C. McCollum,J. Nurkić
19,2018-11-25,Box Score,POR,A. Aminu,M. Harkless,D. Lillard,C. McCollum,J. Nurkić
20,2018-11-28,Box Score,POR,A. Aminu,M. Harkless,D. Lillard,C. McCollum,J. Nurkić
21,2018-11-30,Box Score,POR,A. Aminu,M. Harkless,D. Lillard,C. McCollum,J. Nurkić
22,2018-12-02,Box Score,POR,A. Aminu,M. Harkless,D. Lillard,C. McCollum,J. Nurkić
23,2018-12-04,Box Score,POR,A. Aminu,M. Harkless,D. Lillard,C. McCollum,J. Nurkić
24,2018-12-06,Box Score,POR,A. Aminu,S. Curry,M. Harkless,D. Lillard,J. Nurkić
25,2018-12-08,Box Score,POR,A. Aminu,M. Harkless,D. Lillard,C. McCollum,J. Nurkić
26,2018-12-11,Box Score,POR,A. Aminu,M. Harkless,D. Lillard,C. McCollum,J. Nurkić
27,2018-12-12,Box Score,POR,A. Aminu,J. Layman,D. Lillard,C. McCollum,J. Nurkić
28,2018-12-14,Box Score,POR,A. Aminu,M. Harkless,D. Lillard,C. McCollum,J. Nurkić
29,2018-12-17,Box Score,POR,A. Aminu,M. Harkless,D. Lillard,C. McCollum,J. Nurkić
30,2018-12-19,Box Score,POR,A. Aminu,M. Harkless,D. Lillard,C. McCollum,J. Nurkić
31,2018-12-21,Box Score,POR,A. Aminu,M. Harkless,D. Lillard,C. McCollum,J. Nurkić
32,2018-12-23,Box Score,POR,A. Aminu,M. Harkless,D. Lillard,C. McCollum,J. Nurkić
33,2018-12-25,Box Score,POR,A. Aminu,M. Harkless,D. Lillard,C. McCollum,J. Nurkić
34,2018-12-27,Box Score,POR,A. Aminu,M. Harkless,D. Lillard,C. McCollum,J. Nurkić
35,2018-12-29,Box Score,POR,A. Aminu,M. Harkless,D. Lillard,C. McCollum,J. Nurkić
36,2018-12-30,Box Score,POR,A. Aminu,D. Lillard,C. McCollum,J. Nurkić,E. Turner
37,2019-01-01,Box Score,POR,A. Aminu,M. Harkless,D. Lillard,C. McCollum,J. Nurkić
38,2019-01-04,Box Score,POR,A. Aminu,M. Harkless,D. Lillard,C. McCollum,J. Nurkić
39,2019-01-05,Box Score,POR,A. Aminu,D. Lillard,C. McCollum,J. Nurkić,E. Turner
40,2019-01-07,Box Score,POR,A. Aminu,M. Harkless,D. Lillard,C. McCollum,J. Nurkić
41,2019-01-09,Box Score,POR,A. Aminu,J. Layman,D. Lillard,C. McCollum,J. Nurkić
42,2019-01-11,Box Score,POR,A. Aminu,J. Layman,D. Lillard,C. McCollum,J. Nurkić
43,2019-01-13,Box Score,POR,A. Aminu,J. Layman,D. Lillard,C. McCollum,J. Nurkić
44,2019-01-14,Box Score,POR,A. Aminu,J. Layman,D. Lillard,C. McCollum,J. Nurkić
45,2019-01-16,Box Score,POR,A. Aminu,J. Layman,D. Lillard,C. McCollum,J. Nurkić
46,2019-01-18,Box Score,POR,A. Aminu,M. Harkless,D. Lillard,C. McCollum,J. Nurkić
47,2019-01-21,Box Score,POR,A. Aminu,M. Harkless,D. Lillard,C. McCollum,J. Nurkić
48,2019-01-22,Box Score,POR,A. Aminu,M. Harkless,D. Lillard,C. McCollum,J. Nurkić
49,2019-01-24,Box Score,POR,A. Aminu,M. Harkless,D. Lillard,C. McCollum,J. Nurkić
50,2019-01-26,Box Score,POR,A. Aminu,S. Curry,M. Harkless,C. McCollum,J. Nurkić
51,2019-01-30,Box Score,POR,A. Aminu,M. Harkless,M. Leonard,D. Lillard,C. McCollum
52,2019-02-05,Box Score,POR,A. Aminu,M. Harkless,D. Lillard,C. McCollum,J. Nurkić
53,2019-02-07,Box Score,POR,A. Aminu,M. Harkless,D. Lillard,C. McCollum,J. Nurkić
54,2019-02-10,Box Score,POR,A. Aminu,M. Harkless,D. Lillard,C. McCollum,J. Nurkić
55,2019-02-11,Box Score,POR,A. Aminu,M. Harkless,D. Lillard,C. McCollum,J. Nurkić
56,2019-02-13,Box Score,POR,A. Aminu,M. Harkless,D. Lillard,C. McCollum,J. Nurkić
57,2019-02-21,Box Score,POR,A. Aminu,M. Harkless,D. Lillard,C. McCollum,J. Nurkić
58,2019-02-23,Box Score,POR,A. Aminu,M. Harkless,D. Lillard,C. McCollum,J. Nurkić
59,2019-02-25,Box Score,POR,A. Aminu,M. Harkless,D. Lillard,C. McCollum,J. Nurkić
60,2019-02-27,Box Score,POR,A. Aminu,M. Harkless,D. Lillard,C. McCollum,J. Nurkić
61,2019-03-01,Box Score,POR,A. Aminu,M. Harkless,D. Lillard,C. McCollum,J. Nurkić
62,2019-03-03,Box Score,POR,A. Aminu,M. Harkless,D. Lillard,C. McCollum,J. Nurkić
63,2019-03-05,Box Score,POR,A. Aminu,M. Harkless,D. Lillard,C. McCollum,J. Nurkić
64,2019-03-07,Box Score,POR,A. Aminu,M. Harkless,D. Lillard,C. McCollum,J. Nurkić
65,2019-03-09,Box Score,POR,A. Aminu,M. Harkless,D. Lillard,C. McCollum,J. Nurkić
66,2019-03-12,Box Score,POR,A. Aminu,M. Harkless,D. Lillard,C. McCollum,J. Nurkić
67,2019-03-15,Box Score,POR,A. Aminu,R. Hood,D. Lillard,C. McCollum,J. Nurkić
68,2019-03-16,Box Score,POR,A. Aminu,M. Harkless,D. Lillard,C. McCollum,J. Nurkić
69,2019-03-18,Box Score,POR,A. Aminu,M. Harkless,J. Layman,D. Lillard,J. Nurkić
70,2019-03-20,Box Score,POR,A. Aminu,M. Harkless,J. Layman,D. Lillard,J. Nurkić
71,2019-03-23,Box Score,POR,A. Aminu,M. Harkless,J. Layman,D. Lillard,J. Nurkić
72,2019-03-25,Box Score,POR,A. Aminu,M. Harkless,J. Layman,D. Lillard,J. Nurkić
73,2019-03-27,Box Score,POR,A. Aminu,M. Harkless,E. Kanter,J. Layman,D. Lillard
74,2019-03-29,Box Score,POR,A. Aminu,M. Harkless,E. Kanter,J. Layman,D. Lillard
75,2019-03-30,Box Score,POR,A. Aminu,M. Harkless,E. Kanter,J. Layman,D. Lillard
76,2019-04-01,Box Score,POR,A. Aminu,M. Harkless,R. Hood,E. Kanter,D. Lillard
77,2019-04-03,Box Score,POR,A. Aminu,M. Harkless,R. Hood,E. Kanter,D. Lillard
78,2019-04-05,Box Score,POR,A. Aminu,M. Harkless,R. Hood,E. Kanter,D. Lillard
79,2019-04-07,Box Score,POR,A. Aminu,M. Harkless,E. Kanter,D. Lillard,C. McCollum
80,2019-04-09,Box Score,POR,A. Aminu,M. Harkless,E. Kanter,D. Lillard,C. McCollum
81,2019-04-10,Box Score,POR,S. Labissière,J. Layman,M. Leonard,A. Simons,G. Trent
0,2013-10-30,Box Score,SAC,D. Cousins,P. Patterson,J. Salmons,M. Thornton,G. Vásquez
1,2013-11-01,Box Score,SAC,D. Cousins,P. Patterson,J. Salmons,M. Thornton,G. Vásquez
2,2013-11-02,Box Score,SAC,D. Cousins,P. Patterson,J. Salmons,M. Thornton,G. Vásquez
3,2013-11-05,Box Score,SAC,D. Cousins,P. Patterson,J. Salmons,M. Thornton,G. Vásquez
4,2013-11-08,Box Score,SAC,D. Cousins,P. Patterson,J. Salmons,M. Thornton,G. Vásquez
5,2013-11-09,Box Score,SAC,D. Cousins,P. Patterson,J. Salmons,M. Thornton,G. Vásquez
6,2013-11-13,Box Score,SAC,D. Cousins,B. McLemore,J. Salmons,J. Thompson,G. Vásquez
7,2013-11-15,Box Score,SAC,D. Cousins,B. McLemore,J. Salmons,J. Thompson,G. Vásquez
8,2013-11-17,Box Score,SAC,D. Cousins,L. Mbah a Moute,B. McLemore,J. Thompson,G. Vásquez
9,2013-11-19,Box Score,SAC,D. Cousins,L. Mbah a Moute,B. McLemore,J. Thompson,G. Vásquez
10,2013-11-20,Box Score,SAC,D. Cousins,L. Mbah a Moute,B. McLemore,J. Thompson,G. Vásquez
11,2013-11-23,Box Score,SAC,D. Cousins,L. Mbah a Moute,B. McLemore,J. Thompson,G. Vásquez
12,2013-11-24,Box Score,SAC,D. Cousins,L. Mbah a Moute,B. McLemore,J. Thompson,G. Vásquez
13,2013-11-29,Box Score,SAC,D. Cousins,B. McLemore,J. Thompson,G. Vásquez,D. Williams
14,2013-12-01,Box Score,SAC,D. Cousins,B. McLemore,J. Thompson,G. Vásquez,D. Williams
15,2013-12-03,Box Score,SAC,C. Hayes,B. McLemore,J. Thompson,G. Vásquez,D. Williams
16,2013-12-06,Box Score,SAC,D. Cousins,B. McLemore,J. Thompson,G. Vásquez,D. Williams
17,2013-12-07,Box Score,SAC,D. Cousins,B. McLemore,J. Thompson,G. Vásquez,D. Williams
18,2013-12-09,Box Score,SAC,D. Cousins,B. McLemore,I. Thomas,J. Thompson,D. Williams
19,2013-12-11,Box Score,SAC,D. Cousins,B. McLemore,I. Thomas,J. Thompson,D. Williams
20,2013-12-13,Box Score,SAC,D. Cousins,R. Gay,B. McLemore,I. Thomas,J. Thompson
21,2013-12-15,Box Score,SAC,D. Cousins,R. Gay,B. McLemore,I. Thomas,J. Thompson
22,2013-12-17,Box Score,SAC,D. Cousins,R. Gay,B. McLemore,I. Thomas,J. Thompson
23,2013-12-18,Box Score,SAC,D. Cousins,R. Gay,B. McLemore,I. Thomas,J. Thompson
24,2013-12-20,Box Score,SAC,D. Cousins,R. Gay,B. McLemore,I. Thomas,J. Thompson
25,2013-12-21,Box Score,SAC,D. Cousins,R. Gay,B. McLemore,I. Thomas,J. Thompson
26,2013-12-23,Box Score,SAC,D. Cousins,R. Gay,B. McLemore,I. Thomas,J. Thompson
27,2013-12-27,Box Score,SAC,D. Cousins,R. Gay,B. McLemore,I. Thomas,J. Thompson
28,2013-12-29,Box Score,SAC,D. Cousins,R. Gay,B. McLemore,I. Thomas,J. Thompson
29,2013-12-31,Box Score,SAC,D. Cousins,R. Gay,B. McLemore,I. Thomas,J. Thompson
30,2014-01-02,Box Score,SAC,D. Cousins,R. Gay,B. McLemore,I. Thomas,J. Thompson
31,2014-01-04,Box Score,SAC,D. Cousins,R. Gay,B. McLemore,I. Thomas,J. Thompson
32,2014-01-07,Box Score,SAC,D. Cousins,R. Gay,I. Thomas,J. Thompson,M. Thornton
33,2014-01-10,Box Score,SAC,D. Cousins,R. Gay,I. Thomas,J. Thompson,M. Thornton
34,2014-01-12,Box Score,SAC,D. Cousins,R. Gay,I. Thomas,J. Thompson,M. Thornton
35,2014-01-14,Box Score,SAC,D. Cousins,R. Gay,I. Thomas,J. Thompson,M. Thornton
36,2014-01-15,Box Score,SAC,D. Cousins,R. Gay,I. Thomas,J. Thompson,M. Thornton
37,2014-01-17,Box Score,SAC,D. Cousins,R. Gay,I. Thomas,J. Thompson,M. Thornton
38,2014-01-19,Box Score,SAC,D. Cousins,R. Gay,I. Thomas,J. Thompson,M. Thornton
39,2014-01-21,Box Score,SAC,D. Cousins,R. Gay,I. Thomas,J. Thompson,M. Thornton
40,2014-01-22,Box Score,SAC,D. Cousins,R. Gay,I. Thomas,J. Thompson,M. Thornton
41,2014-01-24,Box Score,SAC,A. Gray,I. Thomas,J. Thompson,M. Thornton,D. Williams
42,2014-01-26,Box Score,SAC,A. Gray,I. Thomas,J. Thompson,M. Thornton,D. Williams
43,2014-01-27,Box Score,SAC,T. Outlaw,I. Thomas,J. Thompson,M. Thornton,D. Williams
44,2014-01-29,Box Score,SAC,R. Gay,A. Gray,I. Thomas,J. Thompson,M. Thornton
45,2014-01-31,Box Score,SAC,R. Gay,A. Gray,I. Thomas,J. Thompson,M. Thornton
46,2014-02-01,Box Score,SAC,R. Gay,A. Gray,I. Thomas,J. Thompson,M. Thornton
47,2014-02-03,Box Score,SAC,D. Cousins,R. Gay,I. Thomas,J. Thompson,M. Thornton
48,2014-02-05,Box Score,SAC,D. Cousins,R. Gay,I. Thomas,J. Thompson,M. Thornton
49,2014-02-07,Box Score,SAC,D. Cousins,T. Outlaw,I. Thomas,J. Thompson,D. Williams
50,2014-02-09,Box Score,SAC,D. Cousins,R. Gay,I. Thomas,J. Thompson,M. Thornton
51,2014-02-11,Box Score,SAC,D. Cousins,R. Gay,I. Thomas,J. Thompson,M. Thornton
52,2014-02-12,Box Score,SAC,D. Cousins,R. Gay,I. Thomas,J. Thompson,M. Thornton
53,2014-02-19,Box Score,SAC,R. Gay,C. Landry,B. McLemore,I. Thomas,J. Thompson
54,2014-02-22,Box Score,SAC,D. Cousins,R. Gay,B. McLemore,I. Thomas,J. Thompson
55,2014-02-23,Box Score,SAC,D. Cousins,R. Gay,B. McLemore,I. Thomas,J. Thompson
56,2014-02-25,Box Score,SAC,D. Cousins,R. Gay,B. McLemore,I. Thomas,J. Thompson
57,2014-02-28,Box Score,SAC,R. Gay,B. McLemore,I. Thomas,J. Thompson,D. Williams
58,2014-03-01,Box Score,SAC,D. Cousins,R. Gay,B. McLemore,I. Thomas,J. Thompson
59,2014-03-03,Box Score,SAC,D. Cousins,R. Gay,B. McLemore,I. Thomas,J. Thompson
60,2014-03-05,Box Score,SAC,D. Cousins,R. Gay,B. McLemore,I. Thomas,J. Thompson
61,2014-03-07,Box Score,SAC,D. Cousins,R. Gay,B. McLemore,I. Thomas,J. Thompson
62,2014-03-09,Box Score,SAC,D. Cousins,R. Gay,B. McLemore,I. Thomas,J. Thompson
63,2014-03-11,Box Score,SAC,D. Cousins,R. Evans,R. Gay,B. McLemore,I. Thomas
64,2014-03-12,Box Score,SAC,D. Cousins,R. Gay,B. McLemore,I. Thomas,D. Williams
65,2014-03-15,Box Score,SAC,D. Cousins,R. Evans,R. Gay,B. McLemore,I. Thomas
66,2014-03-16,Box Score,SAC,R. Evans,R. Gay,A. Gray,B. McLemore,I. Thomas
67,2014-03-18,Box Score,SAC,D. Cousins,R. Evans,R. Gay,B. McLemore,I. Thomas
68,2014-03-21,Box Score,SAC,D. Cousins,R. Evans,R. Gay,B. McLemore,I. Thomas
69,2014-03-23,Box Score,SAC,D. Cousins,R. Evans,R. Gay,B. McLemore,I. Thomas
70,2014-03-26,Box Score,SAC,D. Cousins,R. Evans,R. Gay,R. McCallum,B. McLemore
71,2014-03-28,Box Score,SAC,D. Cousins,R. Evans,R. Gay,R. McCallum,B. McLemore
72,2014-03-29,Box Score,SAC,D. Cousins,R. Evans,R. Gay,R. McCallum,B. McLemore
73,2014-03-31,Box Score,SAC,D. Cousins,R. Evans,R. Gay,R. McCallum,B. McLemore
74,2014-04-02,Box Score,SAC,D. Cousins,R. Evans,R. Gay,R. McCallum,B. McLemore
75,2014-04-04,Box Score,SAC,D. Cousins,R. Evans,R. Gay,R. McCallum,B. McLemore
76,2014-04-06,Box Score,SAC,D. Cousins,R. Evans,R. Gay,R. McCallum,B. McLemore
77,2014-04-08,Box Score,SAC,D. Cousins,R. McCallum,B. McLemore,T. Outlaw,J. Thompson
78,2014-04-09,Box Score,SAC,D. Cousins,R. McCallum,B. McLemore,T. Outlaw,J. Thompson
79,2014-04-12,Box Score,SAC,D. Cousins,R. Evans,R. Gay,R. McCallum,B. McLemore
80,2014-04-13,Box Score,SAC,D. Cousins,B. McLemore,I. Thomas,J. Thompson,D. Williams
81,2014-04-16,Box Score,SAC,R. Gay,B. McLemore,I. Thomas,J. Thompson,D. Williams
0,2014-10-29,Box Score,SAC,D. Collison,D. Cousins,R. Gay,B. McLemore,J. Thompson
1,2014-10-31,Box Score,SAC,D. Collison,D. Cousins,R. Gay,B. McLemore,J. Thompson
2,2014-11-02,Box Score,SAC,D. Collison,D. Cousins,R. Gay,B. McLemore,J. Thompson
3,2014-11-03,Box Score,SAC,D. Collison,D. Cousins,R. Gay,B. McLemore,J. Thompson
4,2014-11-05,Box Score,SAC,D. Collison,D. Cousins,R. Gay,B. McLemore,J. Thompson
5,2014-11-07,Box Score,SAC,D. Collison,D. Cousins,R. Gay,B. McLemore,J. Thompson
6,2014-11-09,Box Score,SAC,D. Collison,D. Cousins,R. Gay,B. McLemore,J. Thompson
7,2014-11-11,Box Score,SAC,D. Cousins,R. Gay,B. McLemore,R. Sessions,J. Thompson
8,2014-11-13,Box Score,SAC,D. Collison,D. Cousins,R. Gay,B. McLemore,J. Thompson
9,2014-11-15,Box Score,SAC,D. Collison,D. Cousins,R. Gay,B. McLemore,J. Thompson
10,2014-11-18,Box Score,SAC,D. Collison,D. Cousins,R. Gay,B. McLemore,J. Thompson
11,2014-11-20,Box Score,SAC,D. Collison,D. Cousins,R. Gay,B. McLemore,J. Thompson
12,2014-11-22,Box Score,SAC,D. Collison,D. Cousins,R. Gay,B. McLemore,J. Thompson
13,2014-11-25,Box Score,SAC,O. Casspi,D. Cousins,B. McLemore,R. Sessions,J. Thompson
14,2014-11-26,Box Score,SAC,O. Casspi,D. Cousins,B. McLemore,R. Sessions,J. Thompson
15,2014-11-28,Box Score,SAC,D. Collison,R. Gay,R. Hollins,B. McLemore,J. Thompson
16,2014-11-30,Box Score,SAC,D. Collison,R. Gay,R. Hollins,B. McLemore,J. Thompson
17,2014-12-02,Box Score,SAC,D. Collison,R. Gay,R. Hollins,B. McLemore,J. Thompson
18,2014-12-05,Box Score,SAC,D. Collison,R. Gay,R. Hollins,B. McLemore,J. Thompson
19,2014-12-06,Box Score,SAC,D. Collison,R. Gay,R. Hollins,B. McLemore,J. Thompson
20,2014-12-08,Box Score,SAC,D. Collison,R. Evans,R. Gay,B. McLemore,J. Thompson
21,2014-12-09,Box Score,SAC,D. Collison,R. Evans,R. Gay,B. McLemore,J. Thompson
22,2014-12-11,Box Score,SAC,D. Collison,R. Evans,R. Gay,B. McLemore,J. Thompson
23,2014-12-13,Box Score,SAC,D. Collison,R. Gay,R. Hollins,B. McLemore,J. Thompson
24,2014-12-16,Box Score,SAC,D. Collison,R. Evans,R. Gay,B. McLemore,J. Thompson
25,2014-12-18,Box Score,SAC,D. Collison,D. Cousins,R. Gay,B. McLemore,J. Thompson
26,2014-12-21,Box Score,SAC,D. Collison,D. Cousins,R. Gay,B. McLemore,J. Thompson
27,2014-12-22,Box Score,SAC,D. Collison,D. Cousins,R. Gay,B. McLemore,J. Thompson
28,2014-12-26,Box Score,SAC,D. Collison,R. Evans,R. Gay,B. McLemore,J. Thompson
29,2014-12-27,Box Score,SAC,D. Collison,D. Cousins,R. Gay,B. McLemore,J. Thompson
30,2014-12-29,Box Score,SAC,D. Collison,D. Cousins,R. Gay,B. McLemore,J. Thompson
31,2014-12-31,Box Score,SAC,D. Collison,D. Cousins,R. Gay,R. Hollins,B. McLemore
32,2015-01-01,Box Score,SAC,D. Collison,D. Cousins,R. Gay,B. McLemore,D. Williams
33,2015-01-04,Box Score,SAC,D. Collison,D. Cousins,R. Gay,B. McLemore,J. Thompson
34,2015-01-07,Box Score,SAC,D. Collison,D. Cousins,R. Gay,B. McLemore,J. Thompson
35,2015-01-09,Box Score,SAC,D. Collison,D. Cousins,R. Gay,B. McLemore,J. Thompson
36,2015-01-11,Box Score,SAC,D. Collison,D. Cousins,R. Gay,B. McLemore,J. Thompson
37,2015-01-13,Box Score,SAC,D. Collison,D. Cousins,R. Gay,B. McLemore,J. Thompson
38,2015-01-16,Box Score,SAC,D. Collison,D. Cousins,B. McLemore,J. Thompson,D. Williams
39,2015-01-17,Box Score,SAC,D. Collison,R. Hollins,B. McLemore,J. Thompson,D. Williams
40,2015-01-19,Box Score,SAC,D. Collison,D. Cousins,R. Gay,B. McLemore,J. Thompson
41,2015-01-21,Box Score,SAC,D. Collison,D. Cousins,R. Gay,B. McLemore,J. Thompson
42,2015-01-23,Box Score,SAC,D. Collison,D. Cousins,R. Gay,B. McLemore,D. Williams
43,2015-01-28,Box Score,SAC,D. Collison,D. Cousins,R. Gay,B. McLemore,J. Thompson
44,2015-01-30,Box Score,SAC,D. Collison,D. Cousins,R. Gay,B. McLemore,J. Thompson
45,2015-01-31,Box Score,SAC,D. Collison,D. Cousins,R. Gay,B. McLemore,J. Thompson
46,2015-02-03,Box Score,SAC,D. Collison,D. Cousins,R. Gay,B. McLemore,D. Williams
47,2015-02-05,Box Score,SAC,D. Collison,D. Cousins,R. Gay,B. McLemore,J. Thompson
48,2015-02-07,Box Score,SAC,D. Cousins,R. Gay,B. McLemore,R. Sessions,J. Thompson
49,2015-02-08,Box Score,SAC,O. Casspi,D. Cousins,B. McLemore,R. Sessions,J. Thompson
50,2015-02-10,Box Score,SAC,D. Cousins,R. Gay,B. McLemore,R. Sessions,J. Thompson
51,2015-02-11,Box Score,SAC,O. Casspi,D. Cousins,R. Gay,B. McLemore,R. Sessions
52,2015-02-20,Box Score,SAC,D. Cousins,R. Gay,C. Landry,R. McCallum,B. McLemore
53,2015-02-21,Box Score,SAC,D. Cousins,R. Gay,R. McCallum,B. McLemore,J. Thompson
54,2015-02-25,Box Score,SAC,D. Cousins,R. Gay,R. McCallum,B. McLemore,J. Thompson
55,2015-02-27,Box Score,SAC,R. Gay,C. Landry,R. McCallum,B. McLemore,J. Thompson
56,2015-03-01,Box Score,SAC,R. Gay,C. Landry,R. McCallum,B. McLemore,J. Thompson
57,2015-03-03,Box Score,SAC,D. Cousins,R. Gay,R. McCallum,B. McLemore,J. Thompson
58,2015-03-04,Box Score,SAC,D. Cousins,R. Gay,R. McCallum,B. McLemore,J. Thompson
59,2015-03-06,Box Score,SAC,D. Cousins,R. Gay,R. McCallum,B. McLemore,J. Thompson
60,2015-03-07,Box Score,SAC,D. Cousins,R. Gay,R. McCallum,B. McLemore,J. Thompson
61,2015-03-09,Box Score,SAC,D. Cousins,R. Gay,C. Landry,R. McCallum,B. McLemore
62,2015-03-11,Box Score,SAC,D. Cousins,R. Gay,C. Landry,R. McCallum,B. McLemore
63,2015-03-13,Box Score,SAC,D. Cousins,R. Gay,C. Landry,R. McCallum,B. McLemore
64,2015-03-14,Box Score,SAC,O. Casspi,D. Cousins,C. Landry,R. McCallum,B. McLemore
65,2015-03-16,Box Score,SAC,O. Casspi,D. Cousins,C. Landry,R. McCallum,B. McLemore
66,2015-03-18,Box Score,SAC,R. Gay,R. Hollins,R. McCallum,B. McLemore,J. Thompson
67,2015-03-20,Box Score,SAC,O. Casspi,R. Gay,R. McCallum,B. McLemore,J. Thompson
