,name,slug,year,Team,Lineup_name
1638,Tarik Black,blackta01,2015,HOU,T. Black
1639,Tarik Black,blackta01,2015,LAL,T. Black
1640,DeJuan Blair,blairde01,2015,WAS,D. Blair
1641,Steve Blake,blakest01,2015,POR,S. Blake
1642,Eric Bledsoe,bledser01,2015,PHO,E. Bledsoe
1643,Vander Blue,blueva01,2015,LAL,V. Blue
1644,Bojan Bogdanović,bogdabo02,2015,BRK,B. Bogdanović
1645,Andrew Bogut,bogutan01,2015,GSW,A. Bogut
1646,Matt Bonner,bonnema01,2015,SAS,M. Bonner
1647,Trevor Booker,booketr01,2015,UTA,T. Booker
1648,Carlos Boozer,boozeca01,2015,LAL,C. Boozer
1649,Chris Bosh,boshch01,2015,MIA,C. Bosh
1650,Avery Bradley,bradlav01,2015,BOS,A. Bradley
1651,Elton Brand,brandel01,2015,ATL,E. Brand
1652,Corey Brewer,breweco01,2015,MIN,C. Brewer
1653,Corey Brewer,breweco01,2015,HOU,C. Brewer
1654,Aaron Brooks,brookaa01,2015,CHI,A. Brooks
1655,Jabari Brown,brownja01,2015,LAL,J. Brown
1656,Lorenzo Brown,brownlo01,2015,MIN,L. Brown
1657,Markel Brown,brownma02,2015,BRK,M. Brown
1658,Shannon Brown,brownsh01,2015,MIA,S. Brown
1659,Kobe Bryant,bryanko01,2015,LAL,K. Bryant
1660,Chase Budinger,budinch01,2015,MIN,C. Budinger
1661,Reggie Bullock,bullore01,2015,LAC,R. Bullock
1662,Reggie Bullock,bullore01,2015,PHO,R. Bullock
1663,Trey Burke,burketr01,2015,UTA,T. Burke
1664,Alec Burks,burksal01,2015,UTA,A. Burks
1665,Caron Butler,butleca01,2015,DET,C. Butler
1666,Jimmy Butler,butleji01,2015,CHI,J. Butler
1667,Rasual Butler,butlera01,2015,WAS,R. Butler
1668,Dwight Buycks,buyckdw01,2015,LAL,D. Buycks
1669,Will Bynum,bynumwi01,2015,WAS,W. Bynum
1670,Bruno Caboclo,cabocbr01,2015,TOR,B. Caboclo
1671,Nick Calathes,calatni01,2015,MEM,N. Calathes
1672,José Calderón,caldejo01,2015,NYK,J. Calderón
1673,Kentavious Caldwell-Pope,caldwke01,2015,DET,K. Caldwell-Pope
1674,Isaiah Canaan,canaais01,2015,HOU,I. Canaan
1675,Isaiah Canaan,canaais01,2015,PHI,I. Canaan
1676,Clint Capela,capelca01,2015,HOU,C. Capela
1677,DeMarre Carroll,carrode01,2015,ATL,D. Carroll
1678,Vince Carter,cartevi01,2015,MEM,V. Carter
1679,Michael Carter-Williams,cartemi01,2015,PHI,M. Carter-Williams
1680,Michael Carter-Williams,cartemi01,2015,MIL,M. Carter-Williams
1681,Omri Casspi,casspom01,2015,SAC,O. Casspi
1682,Mario Chalmers,chalmma01,2015,MIA,M. Chalmers
1683,Tyson Chandler,chandty01,2015,DAL,T. Chandler
1684,Wilson Chandler,chandwi01,2015,DEN,W. Chandler
1685,Will Cherry,cherrwi01,2015,CLE,W. Cherry
1686,Patrick Christopher,chrispa01,2015,UTA,P. Christopher
1687,Earl Clark,clarkea01,2015,BRK,E. Clark
1688,Ian Clark,clarkia01,2015,UTA,I. Clark
1689,Ian Clark,clarkia01,2015,DEN,I. Clark
1690,Jordan Clarkson,clarkjo01,2015,LAL,J. Clarkson
1691,Victor Claver,clavevi01,2015,POR,V. Claver
1692,Norris Cole,coleno01,2015,MIA,N. Cole
1693,Norris Cole,coleno01,2015,NOP,N. Cole
1694,Darren Collison,collida01,2015,SAC,D. Collison
1695,Nick Collison,collini01,2015,OKC,N. Collison
1696,Mike Conley,conlemi01,2015,MEM,M. Conley
1697,Jack Cooley,cooleja01,2015,UTA,J. Cooley
1698,Chris Copeland,copelch01,2015,IND,C. Copeland
1699,Bryce Cotton,cottobr01,2015,UTA,B. Cotton
1700,DeMarcus Cousins,couside01,2015,SAC,D. Cousins
1701,Robert Covington,covinro01,2015,PHI,R. Covington
1702,Allen Crabbe,crabbal01,2015,POR,A. Crabbe
1703,Jamal Crawford,crawfja01,2015,LAC,J. Crawford
1704,Jae Crowder,crowdja01,2015,DAL,J. Crowder
1705,Jae Crowder,crowdja01,2015,BOS,J. Crowder
1706,Dante Cunningham,cunnida01,2015,NOP,D. Cunningham
1707,Jared Cunningham,cunnija01,2015,LAC,J. Cunningham
1708,Seth Curry,curryse01,2015,PHO,S. Curry
1709,Stephen Curry,curryst01,2015,GSW,S. Curry
1710,Samuel Dalembert,dalemsa01,2015,NYK,S. Dalembert
1711,Troy Daniels,danietr01,2015,HOU,T. Daniels
1712,Troy Daniels,danietr01,2015,MIN,T. Daniels
1713,Troy Daniels,danietr01,2015,CHO,T. Daniels
1714,Luigi Datome,datomlu01,2015,DET,L. Datome
1715,Luigi Datome,datomlu01,2015,BOS,L. Datome
1716,Brandon Davies,daviebr01,2015,PHI,B. Davies
1717,Brandon Davies,daviebr01,2015,BRK,B. Davies
1718,Anthony Davis,davisan02,2015,NOP,A. Davis
1719,Ed Davis,davised01,2015,LAL,E. Davis
1720,Glen Davis,davisgl01,2015,LAC,G. Davis
1721,Andre Dawkins,dawkian01,2015,MIA,A. Dawkins
1722,Austin Daye,dayeau01,2015,SAS,A. Daye
1723,Austin Daye,dayeau01,2015,ATL,A. Daye
1724,Dewayne Dedmon,dedmode01,2015,ORL,D. Dedmon
1725,Matthew Dellavedova,dellama01,2015,CLE,M. Dellavedova
1726,Luol Deng,denglu01,2015,MIA,L. Deng
1727,DeMar DeRozan,derozde01,2015,TOR,D. DeRozan
1728,Boris Diaw,diawbo01,2015,SAS,B. Diaw
1729,Gorgui Dieng,dienggo01,2015,MIN,G. Dieng
1730,Spencer Dinwiddie,dinwisp01,2015,DET,S. Dinwiddie
1731,Joey Dorsey,dorsejo01,2015,HOU,J. Dorsey
1732,Toney Douglas,douglto01,2015,NOP,T. Douglas
1733,Chris Douglas-Roberts,douglch01,2015,LAC,C. Douglas-Roberts
1734,Goran Dragić,dragigo01,2015,PHO,G. Dragić
1735,Goran Dragić,dragigo01,2015,MIA,G. Dragić
1736,Zoran Dragić,dragizo01,2015,PHO,Z. Dragić
1737,Zoran Dragić,dragizo01,2015,MIA,Z. Dragić
1738,Larry Drew,drewla02,2015,PHI,L. Drew
1739,Andre Drummond,drumman01,2015,DET,A. Drummond
1740,Jared Dudley,dudleja01,2015,MIL,J. Dudley
1741,Tim Duncan,duncati01,2015,SAS,T. Duncan
1742,Mike Dunleavy,dunlemi02,2015,CHI,M. Dunleavy
1743,Kevin Durant,duranke01,2015,OKC,K. Durant
1744,Cleanthony Early,earlycl01,2015,NYK,C. Early
1745,Wayne Ellington,ellinwa01,2015,LAL,W. Ellington
1746,Monta Ellis,ellismo01,2015,DAL,M. Ellis
1747,James Ennis,ennisja01,2015,MIA,J. Ennis
1748,Tyler Ennis,ennisty01,2015,PHO,T. Ennis
1749,Tyler Ennis,ennisty01,2015,MIL,T. Ennis
1750,Jeremy Evans,evansje01,2015,UTA,J. Evans
1751,Reggie Evans,evansre01,2015,SAC,R. Evans
1752,Tyreke Evans,evansty01,2015,NOP,T. Evans
1753,Dante Exum,exumda01,2015,UTA,D. Exum
1754,Festus Ezeli,ezelife01,2015,GSW,F. Ezeli
1755,Kenneth Faried,farieke01,2015,DEN,K. Faried
1756,Jordan Farmar,farmajo01,2015,LAC,J. Farmar
1757,Derrick Favors,favorde01,2015,UTA,D. Favors
1758,Raymond Felton,feltora01,2015,DAL,R. Felton
1759,Landry Fields,fieldla01,2015,TOR,L. Fields
1760,Evan Fournier,fournev01,2015,ORL,E. Fournier
1761,Randy Foye,foyera01,2015,DEN,R. Foye
1762,Jamaal Franklin,frankja01,2015,DEN,J. Franklin
1763,Tim Frazier,fraziti01,2015,PHI,T. Frazier
1764,Tim Frazier,fraziti01,2015,POR,T. Frazier
1765,Jimmer Fredette,fredeji01,2015,NOP,J. Fredette
1766,Joel Freeland,freeljo01,2015,POR,J. Freeland
1767,Channing Frye,fryech01,2015,ORL,C. Frye
1768,Danilo Gallinari,gallida01,2015,DEN,D. Gallinari
1769,Langston Galloway,gallola01,2015,NYK,L. Galloway
1770,Francisco García,garcifr01,2015,HOU,F. García
1771,Kevin Garnett,garneke01,2015,BRK,K. Garnett
1772,Kevin Garnett,garneke01,2015,MIN,K. Garnett
1773,Marc Gasol,gasolma01,2015,MEM,M. Gasol
1774,Pau Gasol,gasolpa01,2015,CHI,P. Gasol
1775,Rudy Gay,gayru01,2015,SAC,R. Gay
1776,Alonzo Gee,geeal01,2015,DEN,A. Gee
1777,Alonzo Gee,geeal01,2015,POR,A. Gee
1778,Paul George,georgpa01,2015,IND,P. George
1779,Taj Gibson,gibsota01,2015,CHI,T. Gibson
1780,Manu Ginóbili,ginobma01,2015,SAS,M. Ginóbili
1781,Rudy Gobert,goberru01,2015,UTA,R. Gobert
1782,Drew Gooden,goodedr01,2015,WAS,D. Gooden
1783,Archie Goodwin,goodwar01,2015,PHO,A. Goodwin
1784,Aaron Gordon,gordoaa01,2015,ORL,A. Gordon
1785,Ben Gordon,gordobe01,2015,ORL,B. Gordon
1786,Drew Gordon,gordodr01,2015,PHI,D. Gordon
1787,Eric Gordon,gordoer01,2015,NOP,E. Gordon
1788,Marcin Gortat,gortama01,2015,WAS,M. Gortat
1789,Danny Granger,grangda01,2015,MIA,D. Granger
1790,Jerami Grant,grantje01,2015,PHI,J. Grant
1791,Danny Green,greenda02,2015,SAS,D. Green
1792,Draymond Green,greendr01,2015,GSW,D. Green
1793,Erick Green,greener01,2015,DEN,E. Green
1794,Gerald Green,greenge01,2015,PHO,G. Green
1795,JaMychal Green,greenja01,2015,SAS,J. Green
1796,JaMychal Green,greenja01,2015,MEM,J. Green
1797,Jeff Green,greenje02,2015,BOS,J. Green
1798,Jeff Green,greenje02,2015,MEM,J. Green
1799,Willie Green,greenwi01,2015,ORL,W. Green
1800,Blake Griffin,griffbl01,2015,LAC,B. Griffin
1801,Jorge Gutiérrez,gutiejo01,2015,BRK,J. Gutiérrez
1802,Jorge Gutiérrez,gutiejo01,2015,MIL,J. Gutiérrez
1803,P.J. Hairston,hairspj02,2015,CHO,P. Hairston
1804,Jordan Hamilton,hamiljo02,2015,LAC,J. Hamilton
1805,Justin Hamilton,hamilju01,2015,MIA,J. Hamilton
1806,Justin Hamilton,hamilju01,2015,MIN,J. Hamilton
1807,Tyler Hansbrough,hansbty01,2015,TOR,T. Hansbrough
1808,Tim Hardaway,hardati02,2015,NYK,T. Hardaway
1809,James Harden,hardeja01,2015,HOU,J. Harden
1810,Maurice Harkless,harklma01,2015,ORL,M. Harkless
1811,Devin Harris,harride01,2015,DAL,D. Harris
1812,Gary Harris,harriga01,2015,DEN,G. Harris
1813,Joe Harris,harrijo01,2015,CLE,J. Harris
1814,Tobias Harris,harrito02,2015,ORL,T. Harris
1815,Udonis Haslem,hasleud01,2015,MIA,U. Haslem
1816,Spencer Hawes,hawessp01,2015,LAC,S. Hawes
1817,Chuck Hayes,hayesch01,2015,TOR,C. Hayes
1818,Gordon Hayward,haywago01,2015,UTA,G. Hayward
1819,Brendan Haywood,haywobr01,2015,CLE,B. Haywood
1820,Gerald Henderson,hendege02,2015,CHO,G. Henderson
1821,Xavier Henry,henryxa01,2015,LAL,X. Henry
1822,John Henson,hensojo01,2015,MIL,J. Henson
1823,Roy Hibbert,hibbero01,2015,IND,R. Hibbert
1824,J.J. Hickson,hicksjj01,2015,DEN,J. Hickson
1825,Nenê Hilário,hilarne01,2015,WAS,N. Hilário
1826,George Hill,hillge01,2015,IND,G. Hill
1827,Jordan Hill,hilljo01,2015,LAL,J. Hill
1828,Solomon Hill,hillso01,2015,IND,S. Hill
1829,Kirk Hinrich,hinriki01,2015,CHI,K. Hinrich
1830,Jrue Holiday,holidjr01,2015,NOP,J. Holiday
1831,Justin Holiday,holidju01,2015,GSW,J. Holiday
1832,Ryan Hollins,holliry01,2015,SAC,R. Hollins
1833,Rodney Hood,hoodro01,2015,UTA,R. Hood
1834,Al Horford,horfoal01,2015,ATL,A. Horford
1835,Dwight Howard,howardw01,2015,HOU,D. Howard
1836,Lester Hudson,hudsole01,2015,LAC,L. Hudson
1837,Robbie Hummel,hummero01,2015,MIN,R. Hummel
1838,Kris Humphries,humphkr01,2015,WAS,K. Humphries
1839,Serge Ibaka,ibakase01,2015,OKC,S. Ibaka
1840,Andre Iguodala,iguodan01,2015,GSW,A. Iguodala
1841,Ersan İlyasova,ilyaser01,2015,MIL,E. İlyasova
1842,Joe Ingles,inglejo01,2015,UTA,J. Ingles
1843,Kyrie Irving,irvinky01,2015,CLE,K. Irving
1844,Jarrett Jack,jackja01,2015,BRK,J. Jack
1845,Reggie Jackson,jacksre01,2015,OKC,R. Jackson
1846,Reggie Jackson,jacksre01,2015,DET,R. Jackson
1847,Bernard James,jamesbe01,2015,DAL,B. James
1848,LeBron James,jamesle01,2015,CLE,L. James
1849,Al Jefferson,jeffeal01,2015,CHO,A. Jefferson
1850,Cory Jefferson,jeffeco01,2015,BRK,C. Jefferson
1851,Richard Jefferson,jefferi01,2015,DAL,R. Jefferson
1852,John Jenkins,jenkijo01,2015,ATL,J. Jenkins
1853,Brandon Jennings,jennibr01,2015,DET,B. Jennings
1854,Jonas Jerebko,jerebjo01,2015,DET,J. Jerebko
1855,Jonas Jerebko,jerebjo01,2015,BOS,J. Jerebko
1856,Grant Jerrett,jerregr01,2015,OKC,G. Jerrett
1857,Grant Jerrett,jerregr01,2015,UTA,G. Jerrett
1858,Amir Johnson,johnsam01,2015,TOR,A. Johnson
1859,Chris Johnson,johnsch04,2015,PHI,C. Johnson
1860,Chris Johnson,johnsch04,2015,UTA,C. Johnson
1861,Chris Johnson,johnsch04,2015,MIL,C. Johnson
1862,James Johnson,johnsja01,2015,TOR,J. Johnson
1863,Joe Johnson,johnsjo02,2015,BRK,J. Johnson
1864,Nick Johnson,johnsni01,2015,HOU,N. Johnson
1865,Tyler Johnson,johnsty01,2015,MIA,T. Johnson
1866,Wesley Johnson,johnswe01,2015,LAL,W. Johnson
1867,Dahntay Jones,jonesda02,2015,LAC,D. Jones
1868,James Jones,jonesja02,2015,CLE,J. Jones
1869,Perry Jones,jonespe01,2015,OKC,P. Jones
1870,Terrence Jones,joneste01,2015,HOU,T. Jones
1871,DeAndre Jordan,jordade01,2015,LAC,D. Jordan
1872,Jerome Jordan,jordaje01,2015,BRK,J. Jordan
1873,Cory Joseph,josepco01,2015,SAS,C. Joseph
1874,Chris Kaman,kamanch01,2015,POR,C. Kaman
1875,Enes Kanter,kanteen01,2015,UTA,E. Kanter
1876,Enes Kanter,kanteen01,2015,OKC,E. Kanter
1877,Sergey Karasev,karasse01,2015,BRK,S. Karasev
1878,Ryan Kelly,kellyry01,2015,LAL,R. Kelly
1879,Michael Kidd-Gilchrist,kiddgmi01,2015,CHO,M. Kidd-Gilchrist
1880,Sean Kilpatrick,kilpase01,2015,MIN,S. Kilpatrick
1881,Andrei Kirilenko,kirilan01,2015,BRK,A. Kirilenko
1882,Alex Kirk,kirkal01,2015,CLE,A. Kirk
1883,Brandon Knight,knighbr03,2015,MIL,B. Knight
1884,Brandon Knight,knighbr03,2015,PHO,B. Knight
1885,Kyle Korver,korveky01,2015,ATL,K. Korver
1886,Kosta Koufos,koufoko01,2015,MEM,K. Koufos
1887,Ognjen Kuzmić,kuzmiog01,2015,GSW,O. Kuzmić
1888,Jeremy Lamb,lambje01,2015,OKC,J. Lamb
1889,Carl Landry,landrca01,2015,SAC,C. Landry
1890,Shane Larkin,larkish01,2015,NYK,S. Larkin
1891,Joffrey Lauvergne,lauvejo01,2015,DEN,J. Lauvergne
1892,Zach LaVine,lavinza01,2015,MIN,Z. LaVine
1893,Ty Lawson,lawsoty01,2015,DEN,T. Lawson
1894,Ricky Ledo,ledori01,2015,DAL,R. Ledo
1895,Ricky Ledo,ledori01,2015,NYK,R. Ledo
1896,Courtney Lee,leeco01,2015,MEM,C. Lee
1897,David Lee,leeda02,2015,GSW,D. Lee
1898,Malcolm Lee,leema01,2015,PHI,M. Lee
1899,Alex Len,lenal01,2015,PHO,A. Len
1900,Kawhi Leonard,leonaka01,2015,SAS,K. Leonard
1901,Meyers Leonard,leoname01,2015,POR,M. Leonard
1902,Jon Leuer,leuerjo01,2015,MEM,J. Leuer
1903,Damian Lillard,lillada01,2015,POR,D. Lillard
1904,Jeremy Lin,linje01,2015,LAL,J. Lin
1905,Shaun Livingston,livinsh01,2015,GSW,S. Livingston
1906,Brook Lopez,lopezbr01,2015,BRK,B. Lopez
1907,Robin Lopez,lopezro01,2015,POR,R. Lopez
1908,Kevin Love,loveke01,2015,CLE,K. Love
1909,Kyle Lowry,lowryky01,2015,TOR,K. Lowry
1910,Kalin Lucas,lucaska01,2015,MEM,K. Lucas
1911,John Lucas III,lucasjo02,2015,DET,J. Lucas
1912,Shelvin Mack,macksh01,2015,ATL,S. Mack
1913,Ian Mahinmi,mahinia01,2015,IND,I. Mahinmi
1914,Devyn Marble,marblde01,2015,ORL,D. Marble
1915,Shawn Marion,mariosh01,2015,CLE,S. Marion
1916,Kendall Marshall,marshke01,2015,MIL,K. Marshall
1917,Cartier Martin,martica01,2015,DET,C. Martin
1918,Kenyon Martin,martike01,2015,MIL,K. Martin
1919,Kevin Martin,martike02,2015,MIN,K. Martin
1920,Wesley Matthews,matthwe02,2015,POR,W. Matthews
1921,Jason Maxiell,maxieja01,2015,CHO,J. Maxiell
1922,O.J. Mayo,mayooj01,2015,MIL,O. Mayo
1923,Luc Mbah a Moute,mbahalu01,2015,PHI,L. Mbah a Moute
1924,James Michael McAdoo,mcadoja01,2015,GSW,J. Michael
1925,Ray McCallum,mccalra01,2015,SAC,R. McCallum
1926,CJ McCollum,mccolcj01,2015,POR,C. McCollum
1927,K.J. McDaniels,mcdankj01,2015,PHI,K. McDaniels
1928,K.J. McDaniels,mcdankj01,2015,HOU,K. McDaniels
1929,Doug McDermott,mcderdo01,2015,CHI,D. McDermott
1930,Mitch McGary,mcgarmi01,2015,OKC,M. McGary
1931,JaVale McGee,mcgeeja01,2015,DEN,J. McGee
1932,JaVale McGee,mcgeeja01,2015,PHI,J. McGee
1933,Ben McLemore,mclembe01,2015,SAC,B. McLemore
1934,Jerel McNeal,mcneaje01,2015,PHO,J. McNeal
1935,Josh McRoberts,mcrobjo01,2015,MIA,J. McRoberts
1936,Jodie Meeks,meeksjo01,2015,DET,J. Meeks
1937,Gal Mekel,mekelga01,2015,NOP,G. Mekel
1938,Khris Middleton,middlkh01,2015,MIL,K. Middleton
1939,C.J. Miles,milescj01,2015,IND,C. Miles
1940,Andre Miller,millean02,2015,WAS,A. Miller
1941,Andre Miller,millean02,2015,SAC,A. Miller
1942,Darius Miller,milleda01,2015,NOP,D. Miller
1943,Mike Miller,millemi01,2015,CLE,M. Miller
1944,Quincy Miller,millequ01,2015,SAC,Q. Miller
1945,Quincy Miller,millequ01,2015,DET,Q. Miller
1946,Patty Mills,millspa02,2015,SAS,P. Mills
1947,Elijah Millsap,millsel01,2015,UTA,E. Millsap
1948,Paul Millsap,millspa01,2015,ATL,P. Millsap
1949,Nikola Mirotić,mirotni01,2015,CHI,N. Mirotić
1950,Nazr Mohammed,mohamna01,2015,CHI,N. Mohammed
1951,Greg Monroe,monrogr01,2015,DET,G. Monroe
1952,E'Twaun Moore,mooreet01,2015,CHI,E. Moore
1953,Eric Moreland,moreler01,2015,SAC,E. Moreland
1954,Darius Morris,morrida01,2015,BRK,D. Morris
1955,Marcus Morris,morrima03,2015,PHO,M. Morris
1956,Markieff Morris,morrima02,2015,PHO,M. Morris
1957,Anthony Morrow,morroan01,2015,OKC,A. Morrow
1958,Donatas Motiejūnas,motiedo01,2015,HOU,D. Motiejūnas
1959,Timofey Mozgov,mozgoti01,2015,DEN,T. Mozgov
1960,Timofey Mozgov,mozgoti01,2015,CLE,T. Mozgov
1961,Shabazz Muhammad,muhamsh01,2015,MIN,S. Muhammad
1962,Toure' Murry,murryto01,2015,UTA,T. Murry
1963,Toure' Murry,murryto01,2015,WAS,T. Murry
1964,Mike Muscala,muscami01,2015,ATL,M. Muscala
1965,Shabazz Napier,napiesh01,2015,MIA,S. Napier
1966,Gary Neal,nealga01,2015,CHO,G. Neal
1967,Gary Neal,nealga01,2015,MIN,G. Neal
1968,Jameer Nelson,nelsoja01,2015,DAL,J. Nelson
1969,Jameer Nelson,nelsoja01,2015,BOS,J. Nelson
1970,Jameer Nelson,nelsoja01,2015,DEN,J. Nelson
1971,Andrew Nicholson,nichoan01,2015,ORL,A. Nicholson
1972,Joakim Noah,noahjo01,2015,CHI,J. Noah
1973,Nerlens Noel,noelne01,2015,PHI,N. Noel
1974,Lucas Nogueira,noguelu01,2015,TOR,L. Nogueira
1975,Steve Novak,novakst01,2015,UTA,S. Novak
1976,Steve Novak,novakst01,2015,OKC,S. Novak
1977,Dirk Nowitzki,nowitdi01,2015,DAL,D. Nowitzki
1978,Jusuf Nurkić,nurkiju01,2015,DEN,J. Nurkić
1979,Johnny O'Bryant,obryajo01,2015,MIL,J. O'Bryant
1980,Kyle O'Quinn,oquinky01,2015,ORL,K. O'Quinn
1981,Victor Oladipo,oladivi01,2015,ORL,V. Oladipo
1982,Kelly Olynyk,olynyke01,2015,BOS,K. Olynyk
1983,Arinze Onuaku,onuakar01,2015,MIN,A. Onuaku
1984,Zaza Pachulia,pachuza01,2015,MIL,Z. Pachulia
1985,Kostas Papanikolaou,papanko01,2015,HOU,K. Papanikolaou
1986,Jannero Pargo,pargoja01,2015,CHO,J. Pargo
1987,Jabari Parker,parkeja01,2015,MIL,J. Parker
1988,Tony Parker,parketo01,2015,SAS,T. Parker
1989,Chandler Parsons,parsoch01,2015,DAL,C. Parsons
1990,Patrick Patterson,pattepa01,2015,TOR,P. Patterson
1991,Chris Paul,paulch01,2015,LAC,C. Paul
1992,Adreian Payne,paynead01,2015,ATL,A. Payne
1993,Adreian Payne,paynead01,2015,MIN,A. Payne
1994,Elfrid Payton,paytoel01,2015,ORL,E. Payton
1995,Nikola Peković,pekovni01,2015,MIN,N. Peković
1996,Kendrick Perkins,perkike01,2015,OKC,K. Perkins
1997,Kendrick Perkins,perkike01,2015,CLE,K. Perkins
1998,Paul Pierce,piercpa01,2015,WAS,P. Pierce
1999,Mason Plumlee,plumlma01,2015,BRK,M. Plumlee
2000,Miles Plumlee,plumlmi01,2015,PHO,M. Plumlee
2001,Miles Plumlee,plumlmi01,2015,MIL,M. Plumlee
2002,Quincy Pondexter,pondequ01,2015,MEM,Q. Pondexter
2003,Quincy Pondexter,pondequ01,2015,NOP,Q. Pondexter
2004,Otto Porter,porteot01,2015,WAS,O. Porter
2005,Dwight Powell,poweldw01,2015,BOS,D. Powell
2006,Dwight Powell,poweldw01,2015,DAL,D. Powell
2007,Phil Pressey,pressph01,2015,BOS,P. Pressey
2008,A.J. Price,priceaj01,2015,IND,A. Price
2009,A.J. Price,priceaj01,2015,CLE,A. Price
2010,A.J. Price,priceaj01,2015,PHO,A. Price
2011,Ronnie Price,pricero01,2015,LAL,R. Price
2012,Pablo Prigioni,prigipa01,2015,NYK,P. Prigioni
2013,Pablo Prigioni,prigipa01,2015,HOU,P. Prigioni
2014,Tayshaun Prince,princta01,2015,MEM,T. Prince
2015,Tayshaun Prince,princta01,2015,BOS,T. Prince
2016,Tayshaun Prince,princta01,2015,DET,T. Prince
2017,Miroslav Raduljica,radulmi01,2015,MIN,M. Raduljica
2018,Julius Randle,randlju01,2015,LAL,J. Randle
2019,Shavlik Randolph,randosh01,2015,PHO,S. Randolph
2020,Shavlik Randolph,randosh01,2015,BOS,S. Randolph
2021,Zach Randolph,randoza01,2015,MEM,Z. Randolph
2022,J.J. Redick,redicjj01,2015,LAC,J. Redick
2023,Glen Rice,ricegl02,2015,WAS,G. Rice
2024,Jason Richardson,richaja01,2015,PHI,J. Richardson
2025,Luke Ridnour,ridnolu01,2015,ORL,L. Ridnour
2026,Austin Rivers,riverau01,2015,NOP,A. Rivers
2027,Austin Rivers,riverau01,2015,LAC,A. Rivers
2028,Andre Roberson,roberan03,2015,OKC,A. Roberson
2029,Brian Roberts,roberbr01,2015,CHO,B. Roberts
2030,Glenn Robinson,robingl02,2015,MIN,G. Robinson
2031,Glenn Robinson,robingl02,2015,PHI,G. Robinson
2032,Nate Robinson,robinna01,2015,DEN,N. Robinson
2033,Nate Robinson,robinna01,2015,LAC,N. Robinson
2034,Thomas Robinson,robinth01,2015,POR,T. Robinson
2035,Thomas Robinson,robinth01,2015,PHI,T. Robinson
2036,Rajon Rondo,rondora01,2015,BOS,R. Rondo
2037,Rajon Rondo,rondora01,2015,DAL,R. Rondo
2038,Derrick Rose,rosede01,2015,CHI,D. Rose
2039,Terrence Ross,rosste01,2015,TOR,T. Ross
2040,Ricky Rubio,rubiori01,2015,MIN,R. Rubio
2041,Damjan Rudež,rudezda01,2015,IND,D. Rudež
2042,Brandon Rush,rushbr01,2015,GSW,B. Rush
2043,Robert Sacre,sacrero01,2015,LAL,R. Sacre
2044,John Salmons,salmojo01,2015,NOP,J. Salmons
2045,JaKarr Sampson,sampsja02,2015,PHI,J. Sampson
2046,Larry Sanders,sandela01,2015,MIL,L. Sanders
2047,Dennis Schröder,schrode01,2015,ATL,D. Schröder
2048,Luis Scola,scolalu01,2015,IND,L. Scola
2049,Mike Scott,scottmi01,2015,ATL,M. Scott
2050,Thabo Sefolosha,sefolth01,2015,ATL,T. Sefolosha
2051,Kevin Séraphin,serapke01,2015,WAS,K. Séraphin
2052,Ramon Sessions,sessira01,2015,SAC,R. Sessions
2053,Ramon Sessions,sessira01,2015,WAS,R. Sessions
2054,Iman Shumpert,shumpim01,2015,NYK,I. Shumpert
2055,Iman Shumpert,shumpim01,2015,CLE,I. Shumpert
2056,Alexey Shved,shvedal01,2015,PHI,A. Shved
2057,Alexey Shved,shvedal01,2015,HOU,A. Shved
2058,Alexey Shved,shvedal01,2015,NYK,A. Shved
2059,Henry Sims,simshe01,2015,PHI,H. Sims
2060,Kyle Singler,singlky01,2015,DET,K. Singler
2061,Kyle Singler,singlky01,2015,OKC,K. Singler
2062,Donald Sloan,sloando01,2015,IND,D. Sloan
2063,Marcus Smart,smartma01,2015,BOS,M. Smart
2064,Greg Smith,smithgr02,2015,DAL,G. Smith
2065,Ish Smith,smithis01,2015,OKC,I. Smith
2066,Ish Smith,smithis01,2015,PHI,I. Smith
2067,J.R. Smith,smithjr01,2015,NYK,J. Smith
2068,J.R. Smith,smithjr01,2015,CLE,J. Smith
2069,Jason Smith,smithja02,2015,NYK,J. Smith
2070,Josh Smith,smithjo03,2015,DET,J. Smith
2071,Josh Smith,smithjo03,2015,HOU,J. Smith
2072,Russ Smith,smithru01,2015,NOP,R. Smith
2073,Russ Smith,smithru01,2015,MEM,R. Smith
2074,Tony Snell,snellto01,2015,CHI,T. Snell
2075,Marreese Speights,speigma01,2015,GSW,M. Speights
2076,Tiago Splitter,splitti01,2015,SAS,T. Splitter
2077,Nik Stauskas,stausni01,2015,SAC,N. Stauskas
2078,Lance Stephenson,stephla01,2015,CHO,L. Stephenson
2079,Greg Stiemsma,stiemgr01,2015,TOR,G. Stiemsma
2080,David Stockton,stockda01,2015,SAC,D. Stockton
2081,Jarnell Stokes,stokeja01,2015,MEM,J. Stokes
2082,Amar'e Stoudemire,stoudam01,2015,NYK,A. Stoudemire
2083,Amar'e Stoudemire,stoudam01,2015,DAL,A. Stoudemire
2084,Rodney Stuckey,stuckro01,2015,IND,R. Stuckey
2085,Jared Sullinger,sullija01,2015,BOS,J. Sullinger
2086,Jeffery Taylor,tayloje03,2015,CHO,J. Taylor
2087,Jeff Teague,teaguje01,2015,ATL,J. Teague
2088,Mirza Teletović,teletmi01,2015,BRK,M. Teletović
