,name,slug,year,Team,Lineup_name
3892,Antonio Blakeney,blakean01,2019,CHI,A. Blakeney
3893,Eric Bledsoe,bledser01,2019,MIL,E. Bledsoe
3894,Jaron Blossomgame,blossja01,2019,CLE,J. Blossomgame
3895,Bogdan Bogdanović,bogdabo01,2019,SAC,B. Bogdanović
3896,Bojan Bogdanović,bogdabo02,2019,IND,B. Bogdanović
3897,Andrew Bogut,bogutan01,2019,GSW,A. Bogut
3898,Jonah Bolden,boldejo01,2019,PHI,J. Bolden
3899,Isaac Bonga,bongais01,2019,LAL,I. Bonga
3900,Devin Booker,bookede01,2019,PHO,D. Booker
3901,Chris Boucher,bouchch01,2019,TOR,C. Boucher
3902,Avery Bradley,bradlav01,2019,LAC,A. Bradley
3903,Avery Bradley,bradlav01,2019,MEM,A. Bradley
3904,Tony Bradley,bradlto01,2019,UTA,T. Bradley
3905,Corey Brewer,breweco01,2019,PHI,C. Brewer
3906,Corey Brewer,breweco01,2019,SAC,C. Brewer
3907,Mikal Bridges,bridgmi01,2019,PHO,M. Bridges
3908,Miles Bridges,bridgmi02,2019,CHO,M. Bridges
3909,Isaiah Briscoe,briscis01,2019,ORL,I. Briscoe
3910,Ryan Broekhoff,broekry01,2019,DAL,R. Broekhoff
3911,Malcolm Brogdon,brogdma01,2019,MIL,M. Brogdon
3912,Dillon Brooks,brookdi01,2019,MEM,D. Brooks
3913,MarShon Brooks,brookma01,2019,MEM,M. Brooks
3914,Bruce Brown,brownbr01,2019,DET,B. Brown
3915,Jaylen Brown,brownja02,2019,BOS,J. Brown
3916,Lorenzo Brown,brownlo01,2019,TOR,L. Brown
3917,Sterling Brown,brownst02,2019,MIL,S. Brown
3918,Troy Brown,browntr01,2019,WAS,T. Brown
3919,Jalen Brunson,brunsja01,2019,DAL,J. Brunson
3920,Thomas Bryant,bryanth01,2019,WAS,T. Bryant
3921,Reggie Bullock,bullore01,2019,DET,R. Bullock
3922,Reggie Bullock,bullore01,2019,LAL,R. Bullock
3923,Trey Burke,burketr01,2019,NYK,T. Burke
3924,Trey Burke,burketr01,2019,DAL,T. Burke
3925,Alec Burks,burksal01,2019,UTA,A. Burks
3926,Alec Burks,burksal01,2019,CLE,A. Burks
3927,Alec Burks,burksal01,2019,SAC,A. Burks
3928,Deonte Burton,burtode02,2019,OKC,D. Burton
3929,Jimmy Butler,butleji01,2019,MIN,J. Butler
3930,Jimmy Butler,butleji01,2019,PHI,J. Butler
3931,Bruno Caboclo,cabocbr01,2019,MEM,B. Caboclo
3932,José Calderón,caldejo01,2019,DET,J. Calderón
3933,Kentavious Caldwell-Pope,caldwke01,2019,LAL,K. Caldwell-Pope
3934,Isaiah Canaan,canaais01,2019,PHO,I. Canaan
3935,Isaiah Canaan,canaais01,2019,MIN,I. Canaan
3936,Isaiah Canaan,canaais01,2019,MIL,I. Canaan
3937,Clint Capela,capelca01,2019,HOU,C. Capela
3938,DeMarre Carroll,carrode01,2019,BRK,D. Carroll
3939,Jevon Carter,carteje01,2019,MEM,J. Carter
3940,Vince Carter,cartevi01,2019,ATL,V. Carter
3941,Wendell Carter,cartewe01,2019,CHI,W. Carter
3942,Michael Carter-Williams,cartemi01,2019,HOU,M. Carter-Williams
3943,Michael Carter-Williams,cartemi01,2019,ORL,M. Carter-Williams
3944,Alex Caruso,carusal01,2019,LAL,A. Caruso
3945,Omri Casspi,casspom01,2019,MEM,O. Casspi
3946,Willie Cauley-Stein,caulewi01,2019,SAC,W. Cauley-Stein
3947,Troy Caupain,caupatr01,2019,ORL,T. Caupain
3948,Tyler Cavanaugh,cavanty01,2019,UTA,T. Cavanaugh
3949,Tyson Chandler,chandty01,2019,PHO,T. Chandler
3950,Tyson Chandler,chandty01,2019,LAL,T. Chandler
3951,Wilson Chandler,chandwi01,2019,PHI,W. Chandler
3952,Wilson Chandler,chandwi01,2019,LAC,W. Chandler
3953,Joe Chealey,chealjo01,2019,CHO,J. Chealey
3954,Chris Chiozza,chiozch01,2019,HOU,C. Chiozza
3955,Marquese Chriss,chrisma01,2019,HOU,M. Chriss
3956,Marquese Chriss,chrisma01,2019,CLE,M. Chriss
3957,Gary Clark,clarkga01,2019,HOU,G. Clark
3958,Ian Clark,clarkia01,2019,NOP,I. Clark
3959,Jordan Clarkson,clarkjo01,2019,CLE,J. Clarkson
3960,John Collins,collijo01,2019,ATL,J. Collins
3961,Zach Collins,colliza01,2019,POR,Z. Collins
3962,Darren Collison,collida01,2019,IND,D. Collison
3963,Bonzie Colson,colsobo01,2019,MIL,B. Colson
3964,Mike Conley,conlemi01,2019,MEM,M. Conley
3965,Pat Connaughton,connapa01,2019,MIL,P. Connaughton
3966,Quinn Cook,cookqu01,2019,GSW,Q. Cook
3967,DeMarcus Cousins,couside01,2019,GSW,D. Cousins
3968,Robert Covington,covinro01,2019,PHI,R. Covington
3969,Robert Covington,covinro01,2019,MIN,R. Covington
3970,Allen Crabbe,crabbal01,2019,BRK,A. Crabbe
3971,Torrey Craig,craigto01,2019,DEN,T. Craig
3972,Jamal Crawford,crawfja01,2019,PHO,J. Crawford
3973,Mitch Creek,creekmi01,2019,BRK,M. Creek
3974,Mitch Creek,creekmi01,2019,MIN,M. Creek
3975,Jae Crowder,crowdja01,2019,UTA,J. Crowder
3976,Dante Cunningham,cunnida01,2019,SAS,D. Cunningham
3977,Seth Curry,curryse01,2019,POR,S. Curry
3978,Stephen Curry,curryst01,2019,GSW,S. Curry
3979,Troy Daniels,danietr01,2019,PHO,T. Daniels
3980,Anthony Davis,davisan02,2019,NOP,A. Davis
3981,Deyonta Davis,davisde01,2019,ATL,D. Davis
3982,Ed Davis,davised01,2019,BRK,E. Davis
3983,Tyler Davis,davisty01,2019,OKC,T. Davis
3984,Dewayne Dedmon,dedmode01,2019,ATL,D. Dedmon
3985,Sam Dekker,dekkesa01,2019,CLE,S. Dekker
3986,Sam Dekker,dekkesa01,2019,WAS,S. Dekker
3987,Ángel Delgado,delgaan01,2019,LAC,Á. Delgado
3988,Matthew Dellavedova,dellama01,2019,MIL,M. Dellavedova
3989,Matthew Dellavedova,dellama01,2019,CLE,M. Dellavedova
3990,Luol Deng,denglu01,2019,MIN,L. Deng
3991,DeMar DeRozan,derozde01,2019,SAS,D. DeRozan
3992,Marcus Derrickson,derrima01,2019,GSW,M. Derrickson
3993,Cheick Diallo,diallch01,2019,NOP,C. Diallo
3994,Hamidou Diallo,diallha01,2019,OKC,H. Diallo
3995,Gorgui Dieng,dienggo01,2019,MIN,G. Dieng
3996,Spencer Dinwiddie,dinwisp01,2019,BRK,S. Dinwiddie
3997,Donte DiVincenzo,divindo01,2019,MIL,D. DiVincenzo
3998,Luka Dončić,doncilu01,2019,DAL,L. Dončić
3999,Tyler Dorsey,dorsety01,2019,ATL,T. Dorsey
4000,Tyler Dorsey,dorsety01,2019,MEM,T. Dorsey
4001,Damyean Dotson,dotsoda01,2019,NYK,D. Dotson
4002,PJ Dozier,doziepj01,2019,BOS,P. Dozier
4003,Goran Dragić,dragigo01,2019,MIA,G. Dragić
4004,Andre Drummond,drumman01,2019,DET,A. Drummond
4005,Jared Dudley,dudleja01,2019,BRK,J. Dudley
4006,Kris Dunn,dunnkr01,2019,CHI,K. Dunn
4007,Kevin Durant,duranke01,2019,GSW,K. Durant
4008,Trevon Duval,duvaltr01,2019,MIL,T. Duval
4009,Vince Edwards,edwarvi01,2019,HOU,V. Edwards
4010,Henry Ellenson,ellenhe01,2019,DET,H. Ellenson
4011,Henry Ellenson,ellenhe01,2019,NYK,H. Ellenson
4012,Wayne Ellington,ellinwa01,2019,MIA,W. Ellington
4013,Wayne Ellington,ellinwa01,2019,DET,W. Ellington
4014,Joel Embiid,embiijo01,2019,PHI,J. Embiid
4015,James Ennis,ennisja01,2019,HOU,J. Ennis
4016,James Ennis,ennisja01,2019,PHI,J. Ennis
4017,Drew Eubanks,eubandr01,2019,SAS,D. Eubanks
4018,Jacob Evans,evansja02,2019,GSW,J. Evans
4019,Jawun Evans,evansja01,2019,PHO,J. Evans
4020,Jawun Evans,evansja01,2019,OKC,J. Evans
4021,Tyreke Evans,evansty01,2019,IND,T. Evans
4022,Dante Exum,exumda01,2019,UTA,D. Exum
4023,Kenneth Faried,farieke01,2019,BRK,K. Faried
4024,Kenneth Faried,farieke01,2019,HOU,K. Faried
4025,Derrick Favors,favorde01,2019,UTA,D. Favors
4026,Cristiano Felício,feliccr01,2019,CHI,C. Felício
4027,Raymond Felton,feltora01,2019,OKC,R. Felton
4028,Terrance Ferguson,fergute01,2019,OKC,T. Ferguson
4029,Yogi Ferrell,ferreyo01,2019,SAC,Y. Ferrell
4030,Dorian Finney-Smith,finnedo01,2019,DAL,D. Finney-Smith
4031,Bryn Forbes,forbebr01,2019,SAS,B. Forbes
4032,Evan Fournier,fournev01,2019,ORL,E. Fournier
4033,De'Aaron Fox,foxde01,2019,SAC,D. Fox
4034,Melvin Frazier,frazime01,2019,ORL,M. Frazier
4035,Tim Frazier,fraziti01,2019,NOP,T. Frazier
4036,Tim Frazier,fraziti01,2019,MIL,T. Frazier
4037,Jimmer Fredette,fredeji01,2019,PHO,J. Fredette
4038,Channing Frye,fryech01,2019,CLE,C. Frye
4039,Markelle Fultz,fultzma01,2019,PHI,M. Fultz
4040,Danilo Gallinari,gallida01,2019,LAC,D. Gallinari
4041,Langston Galloway,gallola01,2019,DET,L. Galloway
4042,Billy Garrett,garrebi01,2019,NYK,B. Garrett
4043,Marc Gasol,gasolma01,2019,MEM,M. Gasol
4044,Marc Gasol,gasolma01,2019,TOR,M. Gasol
4045,Pau Gasol,gasolpa01,2019,SAS,P. Gasol
4046,Pau Gasol,gasolpa01,2019,MIL,P. Gasol
4047,Rudy Gay,gayru01,2019,SAS,R. Gay
4048,Paul George,georgpa01,2019,OKC,P. George
4049,Taj Gibson,gibsota01,2019,MIN,T. Gibson
4050,Harry Giles,gilesha01,2019,SAC,H. Giles
4051,Shai Gilgeous-Alexander,gilgesh01,2019,LAC,S. Gilgeous-Alexander
4052,Rudy Gobert,goberru01,2019,UTA,R. Gobert
4053,Brandon Goodwin,goodwbr01,2019,DEN,B. Goodwin
4054,Aaron Gordon,gordoaa01,2019,ORL,A. Gordon
4055,Eric Gordon,gordoer01,2019,HOU,E. Gordon
4056,Marcin Gortat,gortama01,2019,LAC,M. Gortat
4057,Devonte' Graham,grahade01,2019,CHO,D. Graham
4058,Treveon Graham,grahatr01,2019,BRK,T. Graham
4059,Jerami Grant,grantje01,2019,OKC,J. Grant
4060,Jerian Grant,grantje02,2019,ORL,J. Grant
4061,Donte Grantham,grantdo01,2019,OKC,D. Grantham
4062,Danny Green,greenda02,2019,TOR,D. Green
4063,Draymond Green,greendr01,2019,GSW,D. Green
4064,Gerald Green,greenge01,2019,HOU,G. Green
4065,JaMychal Green,greenja01,2019,MEM,J. Green
4066,JaMychal Green,greenja01,2019,LAC,J. Green
4067,Jeff Green,greenje02,2019,WAS,J. Green
4068,Blake Griffin,griffbl01,2019,DET,B. Griffin
4069,Daniel Hamilton,hamilda02,2019,ATL,D. Hamilton
4070,Dusty Hannahs,hannadu01,2019,MEM,D. Hannahs
4071,Tim Hardaway,hardati02,2019,NYK,T. Hardaway
4072,Tim Hardaway,hardati02,2019,DAL,T. Hardaway
4073,James Harden,hardeja01,2019,HOU,J. Harden
4074,Maurice Harkless,harklma01,2019,POR,M. Harkless
4075,Montrezl Harrell,harremo01,2019,LAC,M. Harrell
4076,Devin Harris,harride01,2019,DAL,D. Harris
4077,Gary Harris,harriga01,2019,DEN,G. Harris
4078,Joe Harris,harrijo01,2019,BRK,J. Harris
4079,Tobias Harris,harrito02,2019,LAC,T. Harris
4080,Tobias Harris,harrito02,2019,PHI,T. Harris
4081,Andrew Harrison,harrian01,2019,MEM,A. Harrison
4082,Andrew Harrison,harrian01,2019,CLE,A. Harrison
4083,Andrew Harrison,harrian01,2019,NOP,A. Harrison
4084,Shaquille Harrison,harrish01,2019,CHI,S. Harrison
4085,Josh Hart,hartjo01,2019,LAL,J. Hart
4086,Isaiah Hartenstein,harteis01,2019,HOU,I. Hartenstein
4087,Udonis Haslem,hasleud01,2019,MIA,U. Haslem
4088,Gordon Hayward,haywago01,2019,BOS,G. Hayward
4089,John Henson,hensojo01,2019,MIL,J. Henson
4090,Juan Hernangómez,hernaju01,2019,DEN,J. Hernangómez
4091,Willy Hernangómez,hernawi01,2019,CHO,W. Hernangómez
4092,Mario Hezonja,hezonma01,2019,NYK,M. Hezonja
4093,Isaiah Hicks,hicksis01,2019,NYK,I. Hicks
4094,Buddy Hield,hieldbu01,2019,SAC,B. Hield
4095,Haywood Highsmith,highsha01,2019,PHI,H. Highsmith
4096,Nenê Hilário,hilarne01,2019,HOU,N. Hilário
4097,George Hill,hillge01,2019,CLE,G. Hill
4098,George Hill,hillge01,2019,MIL,G. Hill
4099,Solomon Hill,hillso01,2019,NOP,S. Hill
4100,Aaron Holiday,holidaa01,2019,IND,A. Holiday
4101,Jrue Holiday,holidjr01,2019,NOP,J. Holiday
4102,Justin Holiday,holidju01,2019,CHI,J. Holiday
4103,Justin Holiday,holidju01,2019,MEM,J. Holiday
4104,John Holland,hollajo02,2019,CLE,J. Holland
4105,Rondae Hollis-Jefferson,holliro01,2019,BRK,R. Hollis-Jefferson
4106,Richaun Holmes,holmeri01,2019,PHO,R. Holmes
4107,Rodney Hood,hoodro01,2019,CLE,R. Hood
4108,Rodney Hood,hoodro01,2019,POR,R. Hood
4109,Al Horford,horfoal01,2019,BOS,A. Horford
4110,Danuel House,houseda01,2019,HOU,D. House
4111,Dwight Howard,howardw01,2019,WAS,D. Howard
4112,Kevin Huerter,huertke01,2019,ATL,K. Huerter
4113,Isaac Humphries,humphis01,2019,ATL,I. Humphries
4114,R.J. Hunter,hunterj01,2019,BOS,R. Hunter
4115,Chandler Hutchison,hutchch01,2019,CHI,C. Hutchison
4116,Serge Ibaka,ibakase01,2019,TOR,S. Ibaka
4117,Andre Iguodala,iguodan01,2019,GSW,A. Iguodala
4118,Ersan İlyasova,ilyaser01,2019,MIL,E. İlyasova
4119,Joe Ingles,inglejo01,2019,UTA,J. Ingles
4120,Andre Ingram,ingraan01,2019,LAL,A. Ingram
4121,Brandon Ingram,ingrabr01,2019,LAL,B. Ingram
4122,Kyrie Irving,irvinky01,2019,BOS,K. Irving
4123,Jonathan Isaac,isaacjo01,2019,ORL,J. Isaac
4124,Wesley Iwundu,iwundwe01,2019,ORL,W. Iwundu
4125,Demetrius Jackson,jacksde01,2019,PHI,D. Jackson
4126,Frank Jackson,jacksfr01,2019,NOP,F. Jackson
4127,Jaren Jackson,jacksja02,2019,MEM,J. Jackson
4128,Josh Jackson,jacksjo02,2019,PHO,J. Jackson
4129,Justin Jackson,jacksju01,2019,SAC,J. Jackson
4130,Justin Jackson,jacksju01,2019,DAL,J. Jackson
4131,Reggie Jackson,jacksre01,2019,DET,R. Jackson
4132,LeBron James,jamesle01,2019,LAL,L. James
4133,Amile Jefferson,jeffeam01,2019,ORL,A. Jefferson
4134,John Jenkins,jenkijo01,2019,WAS,J. Jenkins
4135,John Jenkins,jenkijo01,2019,NYK,J. Jenkins
4136,Jonas Jerebko,jerebjo01,2019,GSW,J. Jerebko
4137,Alize Johnson,johnsal02,2019,IND,A. Johnson
4138,Amir Johnson,johnsam01,2019,PHI,A. Johnson
4139,B.J. Johnson,johnsbj01,2019,ATL,B. Johnson
4140,B.J. Johnson,johnsbj01,2019,SAC,B. Johnson
4141,James Johnson,johnsja01,2019,MIA,J. Johnson
4142,Stanley Johnson,johnsst04,2019,DET,S. Johnson
4143,Stanley Johnson,johnsst04,2019,NOP,S. Johnson
4144,Tyler Johnson,johnsty01,2019,MIA,T. Johnson
4145,Tyler Johnson,johnsty01,2019,PHO,T. Johnson
4146,Wesley Johnson,johnswe01,2019,NOP,W. Johnson
4147,Wesley Johnson,johnswe01,2019,WAS,W. Johnson
4148,Nikola Jokić,jokicni01,2019,DEN,N. Jokić
4149,Damian Jones,jonesda03,2019,GSW,D. Jones
4150,Derrick Jones,jonesde02,2019,MIA,D. Jones
4151,Jalen Jones,jonesja04,2019,CLE,J. Jones
4152,Jemerrio Jones,jonesje01,2019,LAL,J. Jones
4153,Terrence Jones,joneste01,2019,HOU,T. Jones
4154,Tyus Jones,jonesty01,2019,MIN,T. Jones
4155,DeAndre Jordan,jordade01,2019,DAL,D. Jordan
4156,DeAndre Jordan,jordade01,2019,NYK,D. Jordan
4157,Cory Joseph,josepco01,2019,IND,C. Joseph
4158,Frank Kaminsky,kaminfr01,2019,CHO,F. Kaminsky
4159,Enes Kanter,kanteen01,2019,NYK,E. Kanter
4160,Enes Kanter,kanteen01,2019,POR,E. Kanter
4161,Luke Kennard,kennalu01,2019,DET,L. Kennard
4162,Michael Kidd-Gilchrist,kiddgmi01,2019,CHO,M. Kidd-Gilchrist
4163,George King,kingge03,2019,PHO,G. King
4164,Maxi Kleber,klebima01,2019,DAL,M. Kleber
4165,Brandon Knight,knighbr03,2019,HOU,B. Knight
4166,Brandon Knight,knighbr03,2019,CLE,B. Knight
4167,Kevin Knox,knoxke01,2019,NYK,K. Knox
4168,Furkan Korkmaz,korkmfu01,2019,PHI,F. Korkmaz
4169,Luke Kornet,kornelu01,2019,NYK,L. Kornet
4170,Kyle Korver,korveky01,2019,CLE,K. Korver
4171,Kyle Korver,korveky01,2019,UTA,K. Korver
4172,Kosta Koufos,koufoko01,2019,SAC,K. Koufos
4173,Rodions Kurucs,kurucro01,2019,BRK,R. Kurucs
4174,Kyle Kuzma,kuzmaky01,2019,LAL,K. Kuzma
4175,Skal Labissière,labissk01,2019,SAC,S. Labissière
4176,Skal Labissière,labissk01,2019,POR,S. Labissière
4177,Jeremy Lamb,lambje01,2019,CHO,J. Lamb
4178,Zach LaVine,lavinza01,2019,CHI,Z. LaVine
4179,Jake Layman,laymaja01,2019,POR,J. Layman
4180,T.J. Leaf,leaftj01,2019,IND,T. Leaf
4181,Courtney Lee,leeco01,2019,NYK,C. Lee
4182,Courtney Lee,leeco01,2019,DAL,C. Lee
4183,Damion Lee,leeda03,2019,GSW,D. Lee
4184,Walt Lemon,lemonwa01,2019,CHI,W. Lemon
4185,Alex Len,lenal01,2019,ATL,A. Len
4186,Kawhi Leonard,leonaka01,2019,TOR,K. Leonard
4187,Meyers Leonard,leoname01,2019,POR,M. Leonard
4188,Jon Leuer,leuerjo01,2019,DET,J. Leuer
4189,Caris LeVert,leverca01,2019,BRK,C. LeVert
4190,Damian Lillard,lillada01,2019,POR,D. Lillard
4191,Jeremy Lin,linje01,2019,ATL,J. Lin
4192,Jeremy Lin,linje01,2019,TOR,J. Lin
4193,Shaun Livingston,livinsh01,2019,GSW,S. Livingston
4194,Zach Lofton,loftoza01,2019,DET,Z. Lofton
4195,Kevon Looney,looneke01,2019,GSW,K. Looney
4196,Brook Lopez,lopezbr01,2019,MIL,B. Lopez
4197,Robin Lopez,lopezro01,2019,CHI,R. Lopez
4198,Kevin Love,loveke01,2019,CLE,K. Love
4199,Kyle Lowry,lowryky01,2019,TOR,K. Lowry
4200,Jordan Loyd,loydjo01,2019,TOR,J. Loyd
4201,Kalin Lucas,lucaska01,2019,DET,K. Lucas
4202,Timothé Luwawu-Cabarrot,luwawti01,2019,OKC,T. Luwawu-Cabarrot
4203,Timothé Luwawu-Cabarrot,luwawti01,2019,CHI,T. Luwawu-Cabarrot
4204,Tyler Lydon,lydonty01,2019,DEN,T. Lydon
4205,Trey Lyles,lylestr01,2019,DEN,T. Lyles
4206,Scott Machado,machasc01,2019,LAL,S. Machado
4207,Shelvin Mack,macksh01,2019,MEM,S. Mack
4208,Shelvin Mack,macksh01,2019,CHO,S. Mack
4209,Daryl Macon,maconda01,2019,DAL,D. Macon
4210,J.P. Macura,macurjp01,2019,CHO,J. Macura
4211,Ian Mahinmi,mahinia01,2019,WAS,I. Mahinmi
4212,Thon Maker,makerth01,2019,MIL,T. Maker
4213,Thon Maker,makerth01,2019,DET,T. Maker
4214,Boban Marjanović,marjabo01,2019,LAC,B. Marjanović
4215,Boban Marjanović,marjabo01,2019,PHI,B. Marjanović
4216,Lauri Markkanen,markkla01,2019,CHI,L. Markkanen
4217,Jarell Martin,martija01,2019,ORL,J. Martin
4218,Frank Mason,masonfr01,2019,SAC,F. Mason
4219,Yante Maten,matenya01,2019,MIA,Y. Maten
4220,Wesley Matthews,matthwe02,2019,DAL,W. Matthews
4221,Wesley Matthews,matthwe02,2019,NYK,W. Matthews
4222,Wesley Matthews,matthwe02,2019,IND,W. Matthews
4223,Luc Mbah a Moute,mbahalu01,2019,LAC,L. Mbah a Moute
4224,Tahjere McCall,mccalta01,2019,BRK,T. McCall
4225,Patrick McCaw,mccawpa01,2019,CLE,P. McCaw
4226,Patrick McCaw,mccawpa01,2019,TOR,P. McCaw
4227,CJ McCollum,mccolcj01,2019,POR,C. McCollum
4228,T.J. McConnell,mccontj01,2019,PHI,T. McConnell
4229,Doug McDermott,mcderdo01,2019,IND,D. McDermott
4230,JaVale McGee,mcgeeja01,2019,LAL,J. McGee
4231,Rodney McGruder,mcgruro01,2019,MIA,R. McGruder
4232,Alfonzo McKinnie,mckinal01,2019,GSW,A. McKinnie
4233,Ben McLemore,mclembe01,2019,SAC,B. McLemore
4234,Jordan McRae,mcraejo01,2019,WAS,J. McRae
4235,Jodie Meeks,meeksjo01,2019,TOR,J. Meeks
4236,Salah Mejri,mejrisa01,2019,DAL,S. Mejri
4237,De'Anthony Melton,meltode01,2019,PHO,D. Melton
4238,Chimezie Metu,metuch01,2019,SAS,C. Metu
4239,Khris Middleton,middlkh01,2019,MIL,K. Middleton
4240,C.J. Miles,milescj01,2019,TOR,C. Miles
4241,C.J. Miles,milescj01,2019,MEM,C. Miles
4242,Darius Miller,milleda01,2019,NOP,D. Miller
4243,Malcolm Miller,millema01,2019,TOR,M. Miller
4244,Patty Mills,millspa02,2019,SAS,P. Mills
4245,Paul Millsap,millspa01,2019,DEN,P. Millsap
4246,Shake Milton,miltosh01,2019,PHI,S. Milton
4247,Nikola Mirotić,mirotni01,2019,NOP,N. Mirotić
4248,Nikola Mirotić,mirotni01,2019,MIL,N. Mirotić
4249,Donovan Mitchell,mitchdo01,2019,UTA,D. Mitchell
4250,Naz Mitrou-Long,mitrona01,2019,UTA,N. Mitrou-Long
4251,Malik Monk,monkma01,2019,CHO,M. Monk
4252,Greg Monroe,monrogr01,2019,TOR,G. Monroe
4253,Greg Monroe,monrogr01,2019,BOS,G. Monroe
4254,Greg Monroe,monrogr01,2019,PHI,G. Monroe
4255,E'Twaun Moore,mooreet01,2019,NOP,E. Moore
4256,Eric Moreland,moreler01,2019,PHO,E. Moreland
4257,Eric Moreland,moreler01,2019,TOR,E. Moreland
4258,Jaylen Morris,morrija01,2019,MIL,J. Morris
4259,Marcus Morris,morrima03,2019,BOS,M. Morris
4260,Markieff Morris,morrima02,2019,WAS,M. Morris
4261,Markieff Morris,morrima02,2019,OKC,M. Morris
4262,Monte Morris,morrimo01,2019,DEN,M. Morris
4263,Donatas Motiejūnas,motiedo01,2019,SAS,D. Motiejūnas
4264,Johnathan Motley,motlejo01,2019,LAC,J. Motley
4265,Emmanuel Mudiay,mudiaem01,2019,NYK,E. Mudiay
4266,Jamal Murray,murraja01,2019,DEN,J. Murray
4267,Džanan Musa,musadz01,2019,BRK,D. Musa
4268,Mike Muscala,muscami01,2019,PHI,M. Muscala
4269,Mike Muscala,muscami01,2019,LAL,M. Muscala
4270,Sviatoslav Mykhailiuk,mykhasv01,2019,LAL,S. Mykhailiuk
4271,Sviatoslav Mykhailiuk,mykhasv01,2019,DET,S. Mykhailiuk
4272,Abdel Nader,naderab01,2019,OKC,A. Nader
4273,Larry Nance,nancela02,2019,CLE,L. Nance
4274,Shabazz Napier,napiesh01,2019,BRK,S. Napier
4275,Raul Neto,netora01,2019,UTA,R. Neto
4276,Georges Niang,niangge01,2019,UTA,G. Niang
4277,Joakim Noah,noahjo01,2019,MEM,J. Noah
4278,Nerlens Noel,noelne01,2019,OKC,N. Noel
4279,Dirk Nowitzki,nowitdi01,2019,DAL,D. Nowitzki
4280,Frank Ntilikina,ntilila01,2019,NYK,F. Ntilikina
4281,James Nunnally,nunnaja01,2019,MIN,J. Nunnally
4282,James Nunnally,nunnaja01,2019,HOU,J. Nunnally
4283,Jusuf Nurkić,nurkiju01,2019,POR,J. Nurkić
4284,David Nwaba,nwabada01,2019,CLE,D. Nwaba
4285,Royce O'Neale,onealro01,2019,UTA,R. O'Neale
4286,Kyle O'Quinn,oquinky01,2019,IND,K. O'Quinn
4287,Semi Ojeleye,ojelese01,2019,BOS,S. Ojeleye
4288,Jahlil Okafor,okafoja01,2019,NOP,J. Okafor
4289,Elie Okobo,okoboel01,2019,PHO,E. Okobo
4290,Josh Okogie,okogijo01,2019,MIN,J. Okogie
4291,Victor Oladipo,oladivi01,2019,IND,V. Oladipo
4292,Kelly Olynyk,olynyke01,2019,MIA,K. Olynyk
4293,Cedi Osman,osmande01,2019,CLE,C. Osman
4294,Kelly Oubre,oubreke01,2019,WAS,K. Oubre
4295,Kelly Oubre,oubreke01,2019,PHO,K. Oubre
4296,Zaza Pachulia,pachuza01,2019,DET,Z. Pachulia
4297,Jabari Parker,parkeja01,2019,CHI,J. Parker
4298,Jabari Parker,parkeja01,2019,WAS,J. Parker
4299,Tony Parker,parketo01,2019,CHO,T. Parker
4300,Chandler Parsons,parsoch01,2019,MEM,C. Parsons
4301,Patrick Patterson,pattepa01,2019,OKC,P. Patterson
4302,Justin Patton,pattoju01,2019,PHI,J. Patton
4303,Chris Paul,paulch01,2019,HOU,C. Paul
4304,Cameron Payne,payneca01,2019,CHI,C. Payne
4305,Cameron Payne,payneca01,2019,CLE,C. Payne
4306,Elfrid Payton,paytoel01,2019,NOP,E. Payton
4307,Gary Payton,paytoga02,2019,WAS,G. Payton
4308,Theo Pinson,pinsoth01,2019,BRK,T. Pinson
4309,Mason Plumlee,plumlma01,2019,DEN,M. Plumlee
4310,Miles Plumlee,plumlmi01,2019,ATL,M. Plumlee
4311,Jakob Pöltl,poeltja01,2019,SAS,J. Pöltl
4312,Quincy Pondexter,pondequ01,2019,SAS,Q. Pondexter
4313,Otto Porter,porteot01,2019,WAS,O. Porter
4314,Otto Porter,porteot01,2019,CHI,O. Porter
4315,Bobby Portis,portibo01,2019,CHI,B. Portis
4316,Bobby Portis,portibo01,2019,WAS,B. Portis
4317,Dwight Powell,poweldw01,2019,DAL,D. Powell
4318,Norman Powell,powelno01,2019,TOR,N. Powell
4319,Alex Poythress,poythal01,2019,ATL,A. Poythress
4320,Zhou Qi,qizh01,2019,HOU,Z. Qi
4321,Ivan Rabb,rabbiv01,2019,MEM,I. Rabb
4322,Chasson Randle,randlch01,2019,WAS,C. Randle
4323,Julius Randle,randlju01,2019,NOP,J. Randle
4324,J.J. Redick,redicjj01,2019,PHI,J. Redick
4325,Davon Reed,reedda01,2019,IND,D. Reed
4326,Cameron Reynolds,reynoca01,2019,MIN,C. Reynolds
4327,Josh Richardson,richajo01,2019,MIA,J. Richardson
4328,Malachi Richardson,richama01,2019,TOR,M. Richardson
4329,Austin Rivers,riverau01,2019,WAS,A. Rivers
4330,Austin Rivers,riverau01,2019,HOU,A. Rivers
4331,Devin Robinson,robinde01,2019,WAS,D. Robinson
4332,Duncan Robinson,robindu01,2019,MIA,D. Robinson
4333,Glenn Robinson,robingl02,2019,DET,G. Robinson
4334,Jerome Robinson,robinje01,2019,LAC,J. Robinson
4335,Mitchell Robinson,robinmi01,2019,NYK,M. Robinson
4336,Rajon Rondo,rondora01,2019,LAL,R. Rondo
4337,Derrick Rose,rosede01,2019,MIN,D. Rose
4338,Terrence Ross,rosste01,2019,ORL,T. Ross
