,slug,name,positions,age,team,games_played,minutes_played,player_efficiency_rating,true_shooting_percentage,three_point_attempt_rate,free_throw_attempt_rate,offensive_rebound_percentage,defensive_rebound_percentage,total_rebound_percentage,assist_percentage,steal_percentage,block_percentage,turnover_percentage,usage_percentage,offensive_win_shares,defensive_win_shares,win_shares,win_shares_per_48_minutes,offensive_box_plus_minus,defensive_box_plus_minus,box_plus_minus,value_over_replacement_player
240,harride01,Devin Harris,[<Position.POINT_GUARD: 'POINT GUARD'>],35,Team.DALLAS_MAVERICKS,68,1071,10.7,0.527,0.576,0.386,1.2,9.9,5.6,16.7,1.6,1.3,12.1,18.5,0.6,0.9,1.5,0.068,-1.3,-0.9,-2.2,-0.1
241,harriga01,Gary Harris,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],24,Team.DENVER_NUGGETS,57,1639,12.2,0.526,0.38,0.226,2.7,7.9,5.3,11.0,1.6,1.0,8.9,20.0,1.1,1.5,2.6,0.076,-0.7,-1.0,-1.8,0.1
242,harrijo01,Joe Harris,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],27,Team.BROOKLYN_NETS,76,2293,13.5,0.645,0.516,0.178,2.4,10.9,6.7,11.9,0.8,0.6,13.0,17.0,3.8,1.7,5.5,0.116,1.4,-0.5,1.0,1.7
243,harrito02,Tobias Harris,[<Position.POWER_FORWARD: 'POWER FORWARD'>],26,Team.LOS_ANGELES_CLIPPERS,55,1903,18.2,0.605,0.302,0.256,2.1,21.3,12.0,12.5,1.0,1.0,10.3,23.5,3.2,1.8,5.0,0.127,1.6,-0.5,1.1,1.5
244,harrito02,Tobias Harris,[<Position.POWER_FORWARD: 'POWER FORWARD'>],26,Team.PHILADELPHIA_76ERS,27,944,15.3,0.562,0.338,0.221,3.7,19.7,11.9,12.6,0.6,1.1,8.8,21.3,1.2,0.9,2.1,0.105,0.1,-0.8,-0.7,0.3
245,harrian01,Andrew Harrison,[<Position.POINT_GUARD: 'POINT GUARD'>],24,Team.MEMPHIS_GRIZZLIES,1,5,4.6,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.9,0.0,0.0,0.0,-0.013,-4.1,-6.2,-10.3,0.0
246,harrian01,Andrew Harrison,[<Position.POINT_GUARD: 'POINT GUARD'>],24,Team.CLEVELAND_CAVALIERS,10,144,6.6,0.467,0.359,0.41,3.0,8.9,5.8,16.3,1.4,1.2,17.8,17.0,-0.1,0.0,-0.1,-0.022,-4.0,-2.2,-6.2,-0.2
247,harrian01,Andrew Harrison,[<Position.POINT_GUARD: 'POINT GUARD'>],24,Team.NEW_ORLEANS_PELICANS,6,38,3.1,0.349,0.833,0.167,5.5,8.1,6.8,22.3,0.0,0.0,13.4,16.1,0.0,0.0,0.0,-0.051,-3.1,-4.3,-7.4,-0.1
248,harrish01,Shaquille Harrison,[<Position.POINT_GUARD: 'POINT GUARD'>],25,Team.CHICAGO_BULLS,73,1430,12.4,0.494,0.209,0.289,2.5,14.5,8.4,14.1,3.0,1.8,11.1,16.5,-0.1,1.6,1.4,0.048,-2.7,1.4,-1.3,0.2
249,hartjo01,Josh Hart,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],23,Team.LOS_ANGELES_LAKERS,67,1715,9.3,0.526,0.591,0.172,2.2,12.6,7.5,7.0,1.7,1.9,10.4,13.5,0.2,1.9,2.1,0.059,-1.8,1.1,-0.7,0.6
250,harteis01,Isaiah Hartenstein,[<Position.POWER_FORWARD: 'POWER FORWARD'>],20,Team.HOUSTON_ROCKETS,28,221,10.0,0.562,0.146,0.341,10.3,13.3,11.8,9.4,1.6,4.6,21.6,11.8,0.2,0.3,0.5,0.101,-3.0,2.4,-0.6,0.1
251,hasleud01,Udonis Haslem,[<Position.CENTER: 'CENTER'>],38,Team.MIAMI_HEAT,10,74,3.6,0.36,0.364,0.121,4.3,34.5,19.4,4.0,0.0,0.0,7.9,21.9,-0.2,0.1,-0.1,-0.075,-10.2,-3.9,-14.1,-0.2
252,haywago01,Gordon Hayward,[<Position.POWER_FORWARD: 'POWER FORWARD'>],28,Team.BOSTON_CELTICS,72,1863,15.6,0.575,0.364,0.294,2.9,15.5,9.2,18.4,1.6,1.1,12.8,19.0,2.6,2.3,4.9,0.126,0.1,0.4,0.5,1.2
253,hensojo01,John Henson,[<Position.CENTER: 'CENTER'>],28,Team.MILWAUKEE_BUCKS,14,188,17.1,0.553,0.463,0.149,9.2,28.0,19.2,10.1,1.7,4.9,14.4,18.6,0.1,0.4,0.6,0.146,-1.8,3.1,1.3,0.2
254,hernaju01,Juan Hernangómez,[<Position.POWER_FORWARD: 'POWER FORWARD'>],23,Team.DENVER_NUGGETS,70,1358,11.0,0.58,0.576,0.274,5.1,16.1,10.6,5.3,1.0,1.6,9.5,12.2,1.6,1.4,3.0,0.105,-0.9,0.0,-0.9,0.4
255,hernawi01,Willy Hernangómez,[<Position.CENTER: 'CENTER'>],24,Team.CHARLOTTE_HORNETS,58,812,20.4,0.587,0.132,0.488,15.3,26.3,20.7,11.5,1.0,2.1,13.9,22.1,1.8,0.8,2.6,0.153,0.2,-0.4,-0.2,0.4
256,hezonma01,Mario Hezonja,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],23,Team.NEW_YORK_KNICKS,58,1206,10.8,0.497,0.328,0.246,2.4,18.7,10.4,11.5,2.3,0.6,14.6,21.3,-1.1,1.1,-0.1,-0.003,-3.6,-0.4,-4.0,-0.6
257,hicksis01,Isaiah Hicks,[<Position.POWER_FORWARD: 'POWER FORWARD'>],24,Team.NEW_YORK_KNICKS,3,32,17.4,0.588,0.0,0.625,6.4,16.7,11.4,9.4,1.5,7.9,8.9,15.0,0.1,0.0,0.1,0.153,-2.6,3.2,0.6,0.0
258,hieldbu01,Buddy Hield,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],26,Team.SACRAMENTO_KINGS,82,2615,17.5,0.587,0.479,0.142,4.1,12.4,8.1,11.9,1.0,1.1,9.2,25.1,4.3,1.6,5.9,0.108,3.1,-2.0,1.1,2.1
259,highsha01,Haywood Highsmith,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],22,Team.PHILADELPHIA_76ERS,5,40,4.5,0.414,0.5,0.2,0.0,12.9,6.6,6.6,1.2,0.0,8.4,12.4,0.0,0.0,0.0,-0.023,-5.5,-1.8,-7.3,-0.1
260,hilarne01,Nenê Hilário,[<Position.CENTER: 'CENTER'>],36,Team.HOUSTON_ROCKETS,42,546,11.9,0.552,0.026,0.405,6.7,18.4,12.5,6.8,1.6,2.3,7.4,11.7,0.8,0.6,1.4,0.123,-3.0,1.1,-2.0,0.0
261,hillge01,George Hill,[<Position.POINT_GUARD: 'POINT GUARD'>],32,Team.CLEVELAND_CAVALIERS,13,344,13.5,0.604,0.262,0.187,3.7,5.1,4.4,16.2,1.7,0.3,14.7,17.3,0.5,0.0,0.5,0.066,0.3,-2.6,-2.3,0.0
262,hillge01,George Hill,[<Position.POINT_GUARD: 'POINT GUARD'>],32,Team.MILWAUKEE_BUCKS,47,958,11.6,0.534,0.465,0.242,3.0,9.4,6.4,13.3,1.9,0.6,9.4,14.4,1.0,1.4,2.3,0.117,-0.9,0.4,-0.5,0.4
263,hillso01,Solomon Hill,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],27,Team.NEW_ORLEANS_PELICANS,44,878,6.8,0.497,0.567,0.18,4.1,11.5,7.8,7.6,1.2,0.9,13.9,10.4,0.1,0.4,0.5,0.029,-2.1,-0.2,-2.3,-0.1
264,holidaa01,Aaron Holiday,[<Position.POINT_GUARD: 'POINT GUARD'>],22,Team.INDIANA_PACERS,50,646,11.9,0.518,0.485,0.191,0.9,10.4,5.8,19.3,1.6,1.8,12.3,21.9,0.1,0.8,0.9,0.065,-1.5,-1.1,-2.6,-0.1
265,holidjr01,Jrue Holiday,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],28,Team.NEW_ORLEANS_PELICANS,67,2402,19.4,0.555,0.313,0.234,3.3,11.0,7.2,31.8,2.1,1.8,14.1,25.4,3.5,1.9,5.4,0.108,2.9,-0.1,2.8,2.9
266,holidju01,Justin Holiday,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],29,Team.CHICAGO_BULLS,38,1325,11.0,0.531,0.685,0.117,1.5,12.4,6.9,9.1,2.5,1.4,10.2,15.2,0.2,1.1,1.3,0.047,-0.1,0.8,0.7,0.9
267,holidju01,Justin Holiday,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],29,Team.MEMPHIS_GRIZZLIES,44,1282,8.9,0.509,0.509,0.157,2.3,11.3,6.7,7.1,2.1,1.1,12.2,16.3,-0.6,1.4,0.8,0.029,-2.6,0.3,-2.2,-0.1
268,hollajo02,John Holland,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],30,Team.CLEVELAND_CAVALIERS,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.032,-6.3,-1.0,-7.3,0.0
269,holliro01,Rondae Hollis-Jefferson,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],24,Team.BROOKLYN_NETS,59,1234,12.5,0.464,0.101,0.376,7.1,19.2,13.2,11.7,1.7,1.7,10.7,21.6,-0.5,1.7,1.2,0.047,-4.3,1.2,-3.0,-0.3
270,holmeri01,Richaun Holmes,[<Position.CENTER: 'CENTER'>],25,Team.PHOENIX_SUNS,70,1184,20.7,0.647,0.0,0.479,10.6,20.5,15.5,7.9,1.7,5.6,10.5,17.9,3.1,1.1,4.3,0.173,-0.1,1.5,1.4,1.0
271,hoodro01,Rodney Hood,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],26,Team.CLEVELAND_CAVALIERS,45,1234,13.0,0.542,0.335,0.251,1.6,8.8,5.0,11.5,1.5,0.4,6.7,19.1,1.5,0.0,1.5,0.059,-0.1,-2.6,-2.7,-0.2
272,hoodro01,Rodney Hood,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],26,Team.PORTLAND_TRAIL_BLAZERS,27,659,10.9,0.549,0.387,0.189,1.2,6.0,3.6,7.1,1.5,0.9,7.5,16.3,0.6,0.5,1.1,0.077,-0.5,-1.2,-1.7,0.0
273,horfoal01,Al Horford,[<Position.CENTER: 'CENTER'>],32,Team.BOSTON_CELTICS,68,1973,20.2,0.605,0.281,0.131,6.5,18.3,12.4,21.2,1.4,3.9,11.8,18.9,4.5,2.9,7.5,0.181,2.1,2.7,4.8,3.4
274,houseda01,Danuel House,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],25,Team.HOUSTON_ROCKETS,39,979,12.2,0.646,0.706,0.282,2.8,13.3,7.9,5.9,1.1,1.0,11.0,14.1,1.6,0.7,2.3,0.113,0.4,-1.1,-0.6,0.3
275,howardw01,Dwight Howard,[<Position.CENTER: 'CENTER'>],33,Team.WASHINGTON_WIZARDS,9,230,17.4,0.638,0.0,0.696,11.1,28.3,19.6,2.6,1.4,1.5,15.1,19.6,0.4,0.2,0.6,0.124,-2.9,-2.3,-5.2,-0.2
276,huertke01,Kevin Huerter,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],20,Team.ATLANTA_HAWKS,75,2048,10.1,0.533,0.537,0.085,3.0,9.7,6.3,14.5,1.5,1.1,13.8,15.7,0.7,0.7,1.5,0.034,-0.9,-1.0,-1.9,0.1
277,humphis01,Isaac Humphries,[<Position.CENTER: 'CENTER'>],21,Team.ATLANTA_HAWKS,5,56,3.4,0.357,0.524,0.0,7.4,13.4,10.3,0.0,0.8,0.0,0.0,15.2,-0.1,0.0,-0.1,-0.047,-6.5,-6.3,-12.8,-0.2
278,hunterj01,R.J. Hunter,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],25,Team.BOSTON_CELTICS,1,26,21.5,0.612,0.769,0.154,4.1,8.2,6.2,18.0,1.9,0.0,0.0,23.0,0.1,0.0,0.1,0.226,7.0,-3.7,3.4,0.0
279,hutchch01,Chandler Hutchison,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],22,Team.CHICAGO_BULLS,44,895,8.8,0.507,0.239,0.182,3.7,18.9,11.2,5.3,1.2,0.6,10.0,12.2,0.0,0.6,0.6,0.03,-3.9,-0.4,-4.3,-0.5
280,ibakase01,Serge Ibaka,[<Position.CENTER: 'CENTER'>],29,Team.TORONTO_RAPTORS,74,2010,18.7,0.582,0.193,0.202,8.6,23.2,16.1,7.7,0.7,4.3,10.7,22.9,2.8,3.3,6.1,0.146,-0.7,1.2,0.5,1.3
281,iguodan01,Andre Iguodala,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],35,Team.GOLDEN_STATE_WARRIORS,68,1578,13.1,0.587,0.477,0.222,3.4,13.2,8.5,16.8,1.8,2.7,13.6,10.4,2.4,1.8,4.2,0.129,0.2,1.7,1.9,1.6
282,ilyaser01,Ersan İlyasova,[<Position.POWER_FORWARD: 'POWER FORWARD'>],31,Team.MILWAUKEE_BUCKS,67,1231,11.6,0.548,0.42,0.194,8.2,16.2,12.5,5.5,1.2,1.4,10.4,15.7,1.2,1.9,3.0,0.119,-1.5,0.1,-1.3,0.2
283,inglejo01,Joe Ingles,[<Position.POWER_FORWARD: 'POWER FORWARD'>],31,Team.UTAH_JAZZ,82,2568,13.4,0.581,0.602,0.153,1.5,12.2,7.0,26.1,1.8,0.6,18.4,17.5,2.5,3.6,6.0,0.113,1.0,0.8,1.8,2.5
284,ingraan01,Andre Ingram,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],33,Team.LOS_ANGELES_LAKERS,4,15,-11.9,0.0,0.5,0.0,7.0,6.7,6.9,0.0,3.1,0.0,14.3,19.3,-0.1,0.0,-0.1,-0.408,-16.9,-3.0,-19.9,-0.1
285,ingrabr01,Brandon Ingram,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],21,Team.LOS_ANGELES_LAKERS,52,1760,13.4,0.555,0.129,0.396,2.5,13.0,7.8,12.9,0.7,1.4,13.1,23.2,0.6,1.4,2.0,0.055,-2.2,-0.6,-2.8,-0.3
286,irvinky01,Kyrie Irving,[<Position.POINT_GUARD: 'POINT GUARD'>],26,Team.BOSTON_CELTICS,67,2214,24.3,0.592,0.35,0.197,3.4,12.7,8.1,35.0,2.2,1.4,11.3,29.6,6.2,2.9,9.1,0.197,6.0,0.4,6.4,4.7
287,isaacjo01,Jonathan Isaac,[<Position.POWER_FORWARD: 'POWER FORWARD'>],21,Team.ORLANDO_MAGIC,75,1996,13.0,0.537,0.435,0.221,5.2,17.0,11.0,5.7,1.4,4.1,10.1,16.3,0.9,3.1,4.0,0.096,-1.9,2.0,0.1,1.1
288,iwundwe01,Wesley Iwundu,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],24,Team.ORLANDO_MAGIC,68,1233,8.7,0.531,0.288,0.376,3.2,13.0,8.0,7.9,1.1,1.5,12.1,12.8,0.5,1.4,1.9,0.073,-3.4,0.7,-2.7,-0.2
289,jacksde01,Demetrius Jackson,[<Position.POINT_GUARD: 'POINT GUARD'>],24,Team.PHILADELPHIA_76ERS,6,39,21.0,0.656,0.4,0.267,5.6,2.6,4.1,19.6,2.4,0.0,5.6,19.1,0.2,0.0,0.2,0.231,4.4,-3.4,1.0,0.0
290,jacksfr01,Frank Jackson,[<Position.POINT_GUARD: 'POINT GUARD'>],20,Team.NEW_ORLEANS_PELICANS,61,1169,9.4,0.517,0.378,0.163,2.2,9.5,5.9,8.0,1.0,0.1,9.1,18.5,0.1,0.4,0.4,0.018,-2.2,-2.8,-5.0,-0.9
291,jacksja02,Jaren Jackson,[<Position.POWER_FORWARD: 'POWER FORWARD'>],19,Team.MEMPHIS_GRIZZLIES,58,1515,16.4,0.591,0.241,0.334,5.3,15.0,10.1,7.2,1.7,5.1,12.7,22.8,1.2,2.2,3.3,0.105,-1.4,1.4,0.1,0.8
292,jacksjo02,Josh Jackson,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],21,Team.PHOENIX_SUNS,79,1988,10.6,0.487,0.268,0.253,3.6,15.9,9.7,14.1,1.8,2.3,15.6,23.9,-2.8,1.1,-1.7,-0.04,-4.3,-0.5,-4.8,-1.4
293,jacksju01,Justin Jackson,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],23,Team.SACRAMENTO_KINGS,52,1083,10.1,0.546,0.539,0.169,2.3,11.8,6.9,8.0,1.0,1.0,6.5,12.9,1.0,0.6,1.6,0.072,-0.9,-0.7,-1.6,0.1
294,jacksju01,Justin Jackson,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],23,Team.DALLAS_MAVERICKS,29,531,13.9,0.584,0.453,0.153,3.9,9.4,6.7,8.4,0.8,0.2,3.3,17.0,1.0,0.3,1.3,0.114,0.7,-2.1,-1.4,0.1
295,jacksre01,Reggie Jackson,[<Position.POINT_GUARD: 'POINT GUARD'>],28,Team.DETROIT_PISTONS,82,2289,15.2,0.547,0.45,0.225,2.1,8.5,5.2,24.7,1.2,0.3,11.4,24.5,3.1,1.9,5.0,0.105,1.8,-2.0,-0.3,1.0
296,jamesle01,LeBron James,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],34,Team.LOS_ANGELES_LAKERS,55,1937,25.6,0.588,0.299,0.382,3.1,21.3,12.4,39.4,1.7,1.4,13.3,31.6,4.7,2.6,7.2,0.179,6.2,1.9,8.1,4.9
297,jeffeam01,Amile Jefferson,[<Position.POWER_FORWARD: 'POWER FORWARD'>],25,Team.ORLANDO_MAGIC,12,68,21.1,0.692,0.0,0.5,9.3,24.0,16.5,6.4,2.2,3.7,4.9,13.1,0.2,0.1,0.4,0.258,-0.2,2.3,2.1,0.1
298,jenkijo01,John Jenkins,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],27,Team.WASHINGTON_WIZARDS,4,14,20.5,1.5,1.0,0.0,0.0,7.9,3.9,9.9,0.0,0.0,0.0,6.1,0.1,0.0,0.1,0.202,7.4,-5.3,2.2,0.0
299,jenkijo01,John Jenkins,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],27,Team.NEW_YORK_KNICKS,22,319,9.3,0.518,0.544,0.175,1.9,10.1,5.9,9.9,0.0,0.5,7.5,16.1,0.2,0.0,0.2,0.024,-2.1,-3.5,-5.6,-0.3
300,jerebjo01,Jonas Jerebko,[<Position.POWER_FORWARD: 'POWER FORWARD'>],31,Team.GOLDEN_STATE_WARRIORS,73,1218,13.5,0.588,0.53,0.225,6.6,18.1,12.6,10.1,1.1,1.2,9.9,15.2,2.1,1.2,3.3,0.13,0.6,-0.6,0.0,0.6
301,johnsal02,Alize Johnson,[<Position.POWER_FORWARD: 'POWER FORWARD'>],22,Team.INDIANA_PACERS,14,64,6.3,0.333,0.125,0.5,7.1,25.5,16.5,2.0,0.8,4.2,0.0,13.3,-0.1,0.1,0.0,0.027,-8.3,0.2,-8.1,-0.1
302,johnsam01,Amir Johnson,[<Position.CENTER: 'CENTER'>],31,Team.PHILADELPHIA_76ERS,51,529,13.1,0.574,0.255,0.261,9.7,19.5,14.7,16.0,1.4,1.9,20.5,17.4,0.4,0.7,1.1,0.098,-1.4,0.6,-0.7,0.2
303,johnsbj01,B.J. Johnson,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],23,Team.ATLANTA_HAWKS,6,43,14.0,0.622,0.375,0.125,4.8,15.0,9.8,0.0,2.1,0.0,10.6,17.9,0.0,0.0,0.1,0.076,-3.1,-5.4,-8.5,-0.1
304,johnsbj01,B.J. Johnson,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],23,Team.SACRAMENTO_KINGS,1,6,3.7,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.8,0.0,0.0,0.0,-0.008,-3.6,-5.1,-8.7,0.0
305,johnsja01,James Johnson,[<Position.POWER_FORWARD: 'POWER FORWARD'>],31,Team.MIAMI_HEAT,55,1164,10.9,0.522,0.393,0.185,2.0,14.1,8.0,17.0,1.5,2.1,15.3,17.8,0.0,1.5,1.5,0.062,-2.5,0.9,-1.6,0.1
306,johnsst04,Stanley Johnson,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],22,Team.DETROIT_PISTONS,48,961,9.8,0.482,0.519,0.146,2.7,17.7,9.9,9.4,2.5,1.1,12.9,19.1,-0.7,1.4,0.7,0.034,-3.0,0.9,-2.1,0.0
307,johnsst04,Stanley Johnson,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],22,Team.NEW_ORLEANS_PELICANS,18,247,8.9,0.496,0.374,0.143,3.8,13.7,8.8,15.1,2.3,0.3,21.2,20.4,-0.3,0.2,-0.1,-0.028,-3.8,-0.9,-4.7,-0.2
308,johnsty01,Tyler Johnson,[<Position.POINT_GUARD: 'POINT GUARD'>],26,Team.MIAMI_HEAT,44,1123,12.3,0.54,0.509,0.219,1.8,9.7,5.7,14.9,1.7,1.7,12.5,19.2,0.5,1.3,1.8,0.075,-0.7,0.0,-0.8,0.3
309,johnsty01,Tyler Johnson,[<Position.POINT_GUARD: 'POINT GUARD'>],26,Team.PHOENIX_SUNS,13,406,12.8,0.506,0.448,0.312,4.0,10.3,7.1,18.6,1.6,1.2,9.0,16.5,0.4,0.1,0.5,0.06,-0.4,-1.3,-1.7,0.0
310,johnswe01,Wesley Johnson,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],31,Team.NEW_ORLEANS_PELICANS,26,377,6.9,0.517,0.568,0.102,2.8,11.9,7.4,5.2,1.5,1.5,11.5,11.3,0.0,0.2,0.3,0.032,-2.5,-0.4,-2.9,-0.1
311,johnswe01,Wesley Johnson,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],31,Team.WASHINGTON_WIZARDS,12,157,2.0,0.372,0.65,0.25,1.4,11.2,6.2,5.6,0.6,2.7,11.9,13.6,-0.3,0.0,-0.2,-0.075,-6.3,-1.5,-7.7,-0.2
312,jokicni01,Nikola Jokić,[<Position.CENTER: 'CENTER'>],23,Team.DENVER_NUGGETS,80,2504,26.3,0.589,0.224,0.292,9.8,27.6,18.7,37.0,2.1,1.9,15.4,27.4,7.5,4.3,11.8,0.226,5.7,3.8,9.5,7.3
313,jonesda03,Damian Jones,[<Position.CENTER: 'CENTER'>],23,Team.GOLDEN_STATE_WARRIORS,24,410,15.3,0.72,0.0,0.5,8.4,11.0,9.8,8.7,1.4,5.1,15.1,11.1,1.0,0.5,1.5,0.173,0.5,2.5,3.0,0.5
314,jonesde02,Derrick Jones,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],21,Team.MIAMI_HEAT,60,1153,14.0,0.559,0.281,0.377,8.8,13.3,11.1,4.7,1.9,3.3,10.2,15.6,1.2,1.7,2.9,0.121,-1.3,1.5,0.2,0.6
315,jonesja04,Jalen Jones,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],25,Team.CLEVELAND_CAVALIERS,16,214,11.7,0.548,0.452,0.435,5.5,12.5,8.8,4.8,2.1,0.8,9.8,16.7,0.2,0.1,0.3,0.056,-1.2,-2.2,-3.4,-0.1
316,jonesje01,Jemerrio Jones,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],23,Team.LOS_ANGELES_LAKERS,6,143,12.1,0.398,0.303,0.061,11.8,23.4,17.7,11.4,2.3,2.9,12.9,11.3,0.0,0.2,0.2,0.084,-2.9,3.7,0.8,0.1
317,joneste01,Terrence Jones,[<Position.POWER_FORWARD: 'POWER FORWARD'>],27,Team.HOUSTON_ROCKETS,2,5,-15.8,0.225,0.5,0.25,0.0,90.3,44.2,0.0,0.0,0.0,18.4,47.2,-0.1,0.0,-0.1,-0.661,-36.1,-16.2,-52.3,-0.1
318,jonesty01,Tyus Jones,[<Position.POINT_GUARD: 'POINT GUARD'>],22,Team.MINNESOTA_TIMBERWOLVES,68,1560,13.7,0.491,0.283,0.155,1.6,7.7,4.6,28.3,2.5,0.3,9.0,14.1,2.1,0.9,3.0,0.091,-0.3,-1.5,-1.8,0.1
319,jordade01,DeAndre Jordan,[<Position.CENTER: 'CENTER'>],30,Team.DALLAS_MAVERICKS,50,1554,18.0,0.672,0.0,0.613,11.2,35.9,23.6,9.5,1.0,2.9,21.3,14.4,2.7,2.5,5.3,0.162,-1.4,3.4,2.0,1.6
320,jordade01,DeAndre Jordan,[<Position.CENTER: 'CENTER'>],30,Team.NEW_YORK_KNICKS,19,493,22.1,0.681,0.0,0.537,13.3,33.0,22.9,18.2,0.9,3.4,21.6,16.8,1.3,0.6,1.9,0.181,0.6,2.9,3.6,0.7
321,josepco01,Cory Joseph,[<Position.POINT_GUARD: 'POINT GUARD'>],27,Team.INDIANA_PACERS,82,2063,11.0,0.474,0.312,0.078,2.1,12.6,7.5,20.7,2.2,0.9,12.4,13.7,0.5,2.9,3.5,0.081,-2.0,1.4,-0.5,0.8
322,kaminfr01,Frank Kaminsky,[<Position.CENTER: 'CENTER'>],25,Team.CHARLOTTE_HORNETS,47,755,16.8,0.587,0.466,0.359,5.5,18.1,11.7,12.9,0.8,1.4,10.6,22.1,1.3,0.5,1.8,0.114,1.1,-1.9,-0.9,0.2
323,kanteen01,Enes Kanter,[<Position.CENTER: 'CENTER'>],26,Team.NEW_YORK_KNICKS,44,1128,21.8,0.585,0.047,0.276,15.5,27.5,21.4,13.1,0.8,1.3,13.1,22.9,2.4,0.9,3.4,0.143,1.0,-0.2,0.8,0.8
324,kanteen01,Enes Kanter,[<Position.CENTER: 'CENTER'>],26,Team.PORTLAND_TRAIL_BLAZERS,23,512,23.5,0.614,0.056,0.316,18.3,22.8,20.6,9.9,1.3,1.4,13.7,23.4,1.5,0.6,2.1,0.196,2.5,-0.3,2.3,0.6
325,kennalu01,Luke Kennard,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],22,Team.DETROIT_PISTONS,63,1437,11.9,0.56,0.517,0.117,0.9,13.5,7.0,12.3,0.9,0.6,9.4,18.1,1.3,1.3,2.5,0.085,-0.5,-1.0,-1.5,0.2
326,kiddgmi01,Michael Kidd-Gilchrist,[<Position.POWER_FORWARD: 'POWER FORWARD'>],25,Team.CHARLOTTE_HORNETS,64,1179,13.3,0.553,0.142,0.37,7.9,14.8,11.3,7.4,1.3,2.9,10.0,15.7,1.5,1.0,2.5,0.1,-1.7,0.4,-1.3,0.2
327,kingge03,George King,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],25,Team.PHOENIX_SUNS,1,6,1.9,0.0,0.0,0.0,0.0,18.8,9.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-8.8,-1.8,-10.6,0.0
328,klebima01,Maxi Kleber,[<Position.POWER_FORWARD: 'POWER FORWARD'>],27,Team.DALLAS_MAVERICKS,71,1502,13.1,0.579,0.565,0.192,6.5,16.9,11.7,6.8,1.2,4.4,11.4,13.5,1.6,1.8,3.5,0.111,-0.8,2.3,1.5,1.3
329,knighbr03,Brandon Knight,[<Position.POINT_GUARD: 'POINT GUARD'>],27,Team.HOUSTON_ROCKETS,12,118,0.8,0.347,0.681,0.234,0.9,7.7,4.2,10.6,0.8,0.0,8.8,20.9,-0.3,0.0,-0.3,-0.113,-6.9,-4.4,-11.3,-0.3
330,knighbr03,Brandon Knight,[<Position.POINT_GUARD: 'POINT GUARD'>],27,Team.CLEVELAND_CAVALIERS,27,618,10.5,0.515,0.455,0.108,1.5,7.7,4.5,15.1,1.5,0.3,10.1,17.6,0.3,0.0,0.2,0.019,-1.0,-2.9,-3.8,-0.3
