,date,Team,Player1,Player2,Player3,Player4,Player5,game_id,Location,Outcome,spread
458,2018-04-03,ATL,J. Collins,D. Lee,M. Plumlee,I. Taylor,T. Waller-Prince,7727,AWAY,LOSS,3.0
1544,2018-04-03,BRK,J. Allen,D. Carroll,J. Harris,R. Hollis-Jefferson,D. Russell,7726,AWAY,LOSS,26.0
1000,2018-04-03,BOS,K. Allen,A. Baynes,J. Brown,A. Horford,J. Tatum,7731,AWAY,LOSS,4.0
10244,2018-04-03,OKC,S. Adams,C. Anthony,C. Brewer,P. George,R. Westbrook,7732,HOME,LOSS,4.0
13501,2018-04-03,SAS,L. Aldridge,K. Anderson,D. Green,P. Mills,D. Murray,7737,AWAY,LOSS,3.0
3716,2018-04-03,DEN,W. Barton,W. Chandler,N. Jokić,P. Millsap,J. Murray,7734,HOME,WIN,3.0
2089,2018-04-03,CHI,C. Felício,J. Holiday,L. Markkanen,D. Nwaba,C. Payne,7729,HOME,WIN,6.0
11328,2018-04-03,PHI,R. Covington,E. İlyasova,A. Johnson,J. Redick,B. Simmons,7726,HOME,WIN,26.0
9699,2018-04-03,NYK,T. Burke,T. Hardaway,F. Ntilikina,K. O'Quinn,L. Thomas,7728,HOME,LOSS,24.0
12961,2018-04-03,SAC,B. Bogdanović,V. Carter,W. Cauley-Stein,D. Fox,J. Jackson,7736,AWAY,LOSS,3.0
459,2018-04-04,ATL,J. Collins,D. Dedmon,D. Lee,I. Taylor,T. Waller-Prince,7740,HOME,LOSS,29.0
11329,2018-04-04,PHI,R. Covington,E. İlyasova,A. Johnson,J. Redick,B. Simmons,7738,AWAY,WIN,7.0
17718,2018-04-04,NOP,A. Davis,J. Holiday,N. Mirotić,E. Moore,R. Rondo,7741,HOME,WIN,28.0
3175,2018-04-04,DAL,J. Barea,D. Finney-Smith,A. Harrison,D. McDermott,J. Motley,7739,AWAY,LOSS,5.0
6972,2018-04-04,LAL,K. Caldwell-Pope,A. Caruso,K. Kuzma,B. Lopez,J. Randle,7743,HOME,WIN,10.0
4257,2018-04-04,DET,R. Bullock,A. Drummond,R. Jackson,S. Johnson,A. Tolliver,7738,HOME,LOSS,7.0
7518,2018-04-04,MEM,D. Brooks,M. Gasol,J. Martin,B. McLemore,K. Simmons,7741,AWAY,LOSS,28.0
8064,2018-04-04,MIA,L. Babbitt,T. Johnson,R. McGruder,J. Richardson,H. Whiteside,7740,AWAY,WIN,29.0
1001,2018-04-04,BOS,A. Baynes,J. Brown,A. Horford,T. Rozier,J. Tatum,7742,AWAY,LOSS,18.0
13502,2018-04-04,SAS,L. Aldridge,K. Anderson,P. Gasol,P. Mills,D. Murray,7743,AWAY,LOSS,10.0
14044,2018-04-04,TOR,O. Anunoby,D. DeRozan,S. Ibaka,K. Lowry,J. Valančiūnas,7742,HOME,WIN,18.0
10786,2018-04-04,ORL,D. Augustin,B. Biyombo,A. Gordon,M. Hezonja,W. Iwundu,7739,HOME,WIN,5.0
14587,2018-04-05,UTA,D. Favors,R. Gobert,J. Ingles,D. Mitchell,R. Rubio,7748,HOME,WIN,22.0
12417,2018-04-05,POR,A. Aminu,C. McCollum,S. Napier,J. Nurkić,E. Turner,7746,AWAY,LOSS,2.0
9156,2018-04-05,MIN,N. Bjelica,T. Gibson,J. Teague,K. Towns,A. Wiggins,7749,AWAY,LOSS,4.0
6429,2018-04-05,LAC,T. Harris,D. Jordan,A. Rivers,S. Thornwell,T. Wallace,7748,AWAY,LOSS,22.0
8609,2018-04-05,MIL,G. Antetokounmpo,E. Bledsoe,J. Henson,K. Middleton,T. Snell,7747,HOME,LOSS,8.0
2632,2018-04-05,CLE,J. Green,R. Hood,L. James,K. Love,C. Osman,7745,HOME,WIN,4.0
4801,2018-04-05,GSW,Q. Cook,K. Durant,D. Green,J. McGee,K. Thompson,7744,AWAY,LOSS,20.0
5886,2018-04-05,IND,B. Bogdanović,D. Collison,V. Oladipo,M. Turner,T. Young,7744,HOME,WIN,20.0
1545,2018-04-05,BRK,J. Allen,A. Crabbe,J. Harris,R. Hollis-Jefferson,D. Russell,7747,AWAY,WIN,8.0
3717,2018-04-05,DEN,W. Barton,W. Chandler,N. Jokić,P. Millsap,J. Murray,7749,HOME,WIN,4.0
5344,2018-04-05,HOU,T. Ariza,C. Capela,J. Harden,C. Paul,P. Tucker,7746,HOME,WIN,2.0
15133,2018-04-05,WAS,B. Beal,M. Gortat,M. Morris,O. Porter,J. Wall,7745,AWAY,LOSS,4.0
2633,2018-04-06,CLE,J. Green,R. Hood,L. James,K. Love,C. Osman,7752,AWAY,LOSS,2.0
4258,2018-04-06,DET,A. Drummond,R. Jackson,S. Johnson,L. Kennard,A. Tolliver,7750,HOME,WIN,7.0
7519,2018-04-06,MEM,D. Brooks,M. Brooks,B. McLemore,I. Rabb,K. Simmons,7757,HOME,LOSS,1.0
9157,2018-04-06,MIN,J. Butler,T. Gibson,J. Teague,K. Towns,A. Wiggins,7759,AWAY,WIN,17.0
15134,2018-04-06,WAS,B. Beal,M. Gortat,M. Morris,O. Porter,T. Satoranský,7753,HOME,LOSS,6.0
11330,2018-04-06,PHI,R. Covington,A. Johnson,J. Redick,D. Šarić,B. Simmons,7752,HOME,WIN,2.0
2090,2018-04-06,CHI,C. Felício,J. Holiday,L. Markkanen,D. Nwaba,C. Payne,7754,AWAY,LOSS,7.0
5887,2018-04-06,IND,B. Bogdanović,D. Collison,V. Oladipo,M. Turner,T. Young,7756,AWAY,LOSS,19.0
12962,2018-04-06,SAC,B. Bogdanović,W. Cauley-Stein,D. Fox,J. Jackson,J. Sampson,7757,AWAY,WIN,1.0
1002,2018-04-06,BOS,A. Baynes,J. Brown,M. Morris,T. Rozier,G. Yabusele,7754,HOME,WIN,7.0
6973,2018-04-06,LAL,K. Caldwell-Pope,A. Caruso,K. Kuzma,B. Lopez,J. Randle,7759,HOME,LOSS,17.0
460,2018-04-06,ATL,D. Bembry,J. Collins,D. Dedmon,I. Taylor,T. Waller-Prince,7753,AWAY,WIN,6.0
3176,2018-04-06,DAL,H. Barnes,D. Finney-Smith,J. Motley,D. Powell,D. Smith,7750,AWAY,LOSS,7.0
8065,2018-04-06,MIA,G. Dragić,J. Johnson,T. Johnson,J. Richardson,H. Whiteside,7755,AWAY,LOSS,24.0
14045,2018-04-06,TOR,O. Anunoby,D. DeRozan,S. Ibaka,K. Lowry,J. Valančiūnas,7756,HOME,WIN,19.0
10787,2018-04-06,ORL,J. Artis,D. Augustin,B. Biyombo,M. Hezonja,W. Iwundu,7751,HOME,LOSS,37.0
17719,2018-04-06,NOP,A. Davis,J. Holiday,N. Mirotić,E. Moore,R. Rondo,7758,AWAY,WIN,19.0
17176,2018-04-06,CHO,N. Batum,D. Howard,M. Kidd-Gilchrist,K. Walker,M. Williams,7751,AWAY,WIN,37.0
9700,2018-04-06,NYK,M. Beasley,T. Burke,T. Hardaway,F. Ntilikina,K. O'Quinn,7755,HOME,WIN,24.0
11873,2018-04-06,PHO,D. Bender,M. Chriss,D. House,J. Jackson,T. Ulis,7758,HOME,LOSS,19.0
12418,2018-04-07,POR,A. Aminu,D. Lillard,C. McCollum,J. Nurkić,E. Turner,7765,AWAY,LOSS,11.0
8610,2018-04-07,MIL,E. Bledsoe,J. Henson,K. Middleton,J. Parker,T. Snell,7761,AWAY,WIN,13.0
17720,2018-04-07,NOP,A. Davis,J. Holiday,N. Mirotić,E. Moore,R. Rondo,7763,AWAY,WIN,6.0
13503,2018-04-07,SAS,L. Aldridge,K. Anderson,P. Gasol,P. Mills,D. Murray,7765,HOME,WIN,11.0
5345,2018-04-07,HOU,T. Ariza,C. Capela,J. Harden,C. Paul,P. Tucker,7764,HOME,LOSS,6.0
3718,2018-04-07,DEN,W. Barton,W. Chandler,N. Jokić,P. Millsap,J. Murray,7760,AWAY,WIN,19.0
1546,2018-04-07,BRK,J. Allen,A. Crabbe,J. Harris,R. Hollis-Jefferson,D. Russell,7762,AWAY,WIN,28.0
9701,2018-04-07,NYK,M. Beasley,T. Burke,C. Lee,F. Ntilikina,K. O'Quinn,7761,HOME,LOSS,13.0
10245,2018-04-07,OKC,S. Adams,C. Anthony,C. Brewer,P. George,R. Westbrook,7764,AWAY,WIN,6.0
4802,2018-04-07,GSW,Q. Cook,K. Durant,D. Green,K. Looney,K. Thompson,7763,HOME,LOSS,6.0
6430,2018-04-07,LAC,T. Harris,W. Johnson,D. Jordan,A. Rivers,T. Wallace,7760,HOME,LOSS,19.0
2091,2018-04-07,CHI,C. Felício,J. Holiday,D. Nwaba,C. Payne,B. Portis,7762,HOME,LOSS,28.0
4259,2018-04-08,DET,A. Drummond,R. Jackson,S. Johnson,L. Kennard,A. Tolliver,7769,AWAY,LOSS,13.0
5888,2018-04-08,IND,B. Bogdanović,D. Collison,V. Oladipo,M. Turner,T. Young,7767,AWAY,WIN,6.0
11874,2018-04-08,PHO,D. Bender,T. Daniels,D. House,A. Len,T. Ulis,7772,HOME,LOSS,17.0
17177,2018-04-08,CHO,N. Batum,D. Howard,M. Kidd-Gilchrist,K. Walker,M. Williams,7767,HOME,LOSS,6.0
11331,2018-04-08,PHI,R. Covington,A. Johnson,J. Redick,D. Šarić,B. Simmons,7768,HOME,WIN,12.0
14588,2018-04-08,UTA,D. Favors,R. Gobert,J. Ingles,D. Mitchell,R. Rubio,7770,AWAY,WIN,15.0
7520,2018-04-08,MEM,D. Brooks,M. Gasol,B. McLemore,I. Rabb,K. Simmons,7769,HOME,WIN,13.0
4803,2018-04-08,GSW,Q. Cook,K. Durant,D. Green,Z. Pachulia,K. Thompson,7772,AWAY,WIN,17.0
10788,2018-04-08,ORL,D. Augustin,A. Gordon,M. Hezonja,W. Iwundu,N. Vučević,7771,AWAY,LOSS,11.0
461,2018-04-08,ATL,D. Bembry,J. Collins,D. Dedmon,D. Lee,T. Waller-Prince,7766,AWAY,WIN,6.0
1003,2018-04-08,BOS,A. Baynes,J. Brown,A. Horford,T. Rozier,J. Tatum,7766,HOME,LOSS,6.0
3177,2018-04-08,DAL,H. Barnes,D. Finney-Smith,J. Motley,D. Powell,D. Smith,7768,AWAY,LOSS,12.0
6974,2018-04-08,LAL,K. Caldwell-Pope,A. Caruso,J. Hart,B. Lopez,J. Randle,7770,HOME,LOSS,15.0
14046,2018-04-08,TOR,O. Anunoby,S. Ibaka,K. Lowry,L. Nogueira,N. Powell,7771,HOME,WIN,11.0
3719,2018-04-09,DEN,W. Barton,W. Chandler,N. Jokić,P. Millsap,J. Murray,7780,HOME,WIN,6.0
2092,2018-04-09,CHI,C. Felício,J. Holiday,L. Markkanen,D. Nwaba,C. Payne,7774,AWAY,LOSS,9.0
8066,2018-04-09,MIA,G. Dragić,J. Johnson,T. Johnson,J. Richardson,H. Whiteside,7775,HOME,LOSS,22.0
1547,2018-04-09,BRK,J. Allen,A. Crabbe,S. Dinwiddie,R. Hollis-Jefferson,D. Russell,7774,HOME,WIN,9.0
7521,2018-04-09,MEM,D. Brooks,D. Davis,B. McLemore,I. Rabb,K. Simmons,7778,AWAY,LOSS,19.0
12963,2018-04-09,SAC,B. Bogdanović,W. Cauley-Stein,D. Fox,J. Jackson,J. Sampson,7779,AWAY,LOSS,13.0
6431,2018-04-09,LAC,T. Harris,W. Johnson,D. Jordan,T. Wallace,C. Williams,7781,HOME,LOSS,13.0
9702,2018-04-09,NYK,M. Beasley,T. Burke,F. Ntilikina,K. O'Quinn,L. Thomas,7776,HOME,LOSS,14.0
13504,2018-04-09,SAS,L. Aldridge,P. Gasol,D. Green,P. Mills,D. Murray,7779,HOME,WIN,13.0
14047,2018-04-09,TOR,O. Anunoby,D. DeRozan,K. Lowry,P. Siakam,J. Valančiūnas,7773,AWAY,WIN,10.0
17721,2018-04-09,NOP,A. Davis,J. Holiday,N. Mirotić,E. Moore,R. Rondo,7781,AWAY,WIN,13.0
9158,2018-04-09,MIN,J. Butler,T. Gibson,J. Teague,K. Towns,A. Wiggins,7778,HOME,WIN,19.0
4260,2018-04-09,DET,R. Jackson,S. Johnson,L. Kennard,E. Moreland,A. Tolliver,7773,HOME,LOSS,10.0
8611,2018-04-09,MIL,E. Bledsoe,J. Henson,K. Middleton,J. Parker,T. Snell,7777,HOME,WIN,16.0
2634,2018-04-09,CLE,J. Green,G. Hill,L. James,K. Korver,K. Love,7776,AWAY,WIN,14.0
12419,2018-04-09,POR,A. Aminu,D. Lillard,C. McCollum,J. Nurkić,E. Turner,7780,AWAY,LOSS,6.0
10789,2018-04-09,ORL,D. Augustin,A. Gordon,M. Hezonja,W. Iwundu,N. Vučević,7777,AWAY,LOSS,16.0
10246,2018-04-09,OKC,S. Adams,C. Anthony,C. Brewer,P. George,R. Westbrook,7775,AWAY,WIN,22.0
11875,2018-04-10,PHO,D. Bender,S. Harrison,D. House,A. Len,D. Reed,7785,AWAY,WIN,27.0
462,2018-04-10,ATL,D. Bembry,J. Collins,D. Dedmon,D. Lee,T. Waller-Prince,7783,HOME,LOSS,8.0
1004,2018-04-10,BOS,A. Baynes,J. Brown,A. Horford,T. Rozier,J. Tatum,7784,AWAY,LOSS,12.0
5889,2018-04-10,IND,T. Booker,D. Collison,G. Robinson,L. Stephenson,M. Turner,7782,HOME,LOSS,26.0
6975,2018-04-10,LAL,K. Caldwell-Pope,A. Caruso,J. Hart,B. Lopez,J. Randle,7787,HOME,LOSS,6.0
14589,2018-04-10,UTA,D. Favors,R. Gobert,J. Ingles,D. Mitchell,R. Rubio,7786,HOME,WIN,40.0
15135,2018-04-10,WAS,B. Beal,M. Gortat,M. Morris,O. Porter,J. Wall,7784,HOME,WIN,12.0
4804,2018-04-10,GSW,Q. Cook,K. Durant,D. Green,Z. Pachulia,K. Thompson,7786,AWAY,LOSS,40.0
17178,2018-04-10,CHO,N. Batum,D. Howard,M. Kidd-Gilchrist,K. Walker,M. Williams,7782,AWAY,WIN,26.0
3178,2018-04-10,DAL,K. Collinsworth,D. Finney-Smith,A. Harrison,J. Motley,D. Powell,7785,HOME,LOSS,27.0
11332,2018-04-10,PHI,R. Covington,A. Johnson,J. Redick,D. Šarić,B. Simmons,7783,AWAY,WIN,8.0
5346,2018-04-10,HOU,T. Ariza,C. Capela,J. Harden,C. Paul,P. Tucker,7787,AWAY,WIN,6.0
11333,2018-04-11,PHI,M. Belinelli,R. Covington,A. Johnson,D. Šarić,B. Simmons,7796,HOME,WIN,35.0
15136,2018-04-11,WAS,B. Beal,M. Gortat,M. Morris,K. Oubre,T. Satoranský,7795,AWAY,LOSS,9.0
12420,2018-04-11,POR,A. Aminu,D. Lillard,C. McCollum,J. Nurkić,E. Turner,7798,HOME,WIN,9.0
17722,2018-04-11,NOP,A. Davis,J. Holiday,N. Mirotić,E. Moore,R. Rondo,7793,HOME,WIN,24.0
9703,2018-04-11,NYK,M. Beasley,T. Burke,F. Ntilikina,K. O'Quinn,L. Thomas,7790,AWAY,WIN,12.0
8067,2018-04-11,MIA,J. Johnson,T. Johnson,R. McGruder,J. Richardson,H. Whiteside,7791,HOME,WIN,7.0
6976,2018-04-11,LAL,K. Caldwell-Pope,A. Caruso,J. Hart,B. Lopez,J. Randle,7797,AWAY,WIN,15.0
2635,2018-04-11,CLE,J. Green,G. Hill,L. James,L. Nance,C. Osman,7790,HOME,LOSS,12.0
4261,2018-04-11,DET,R. Jackson,S. Johnson,L. Kennard,E. Moreland,A. Tolliver,7789,AWAY,WIN,32.0
8612,2018-04-11,MIL,G. Antetokounmpo,E. Bledsoe,J. Henson,K. Middleton,T. Snell,7796,AWAY,LOSS,35.0
1548,2018-04-11,BRK,J. Allen,A. Crabbe,R. Hollis-Jefferson,C. LeVert,D. Russell,7788,AWAY,LOSS,13.0
7522,2018-04-11,MEM,D. Brooks,D. Davis,B. McLemore,I. Rabb,K. Simmons,7794,AWAY,LOSS,14.0
1005,2018-04-11,BOS,A. Baynes,J. Bird,S. Larkin,A. Nader,G. Yabusele,7788,HOME,WIN,13.0
9159,2018-04-11,MIN,J. Butler,T. Gibson,J. Teague,K. Towns,A. Wiggins,7792,HOME,WIN,6.0
5347,2018-04-11,HOU,T. Black,G. Green,R. Hunter,J. Johnson,P. Tucker,7799,AWAY,LOSS,13.0
13505,2018-04-11,SAS,L. Aldridge,K. Anderson,D. Green,P. Mills,D. Murray,7793,AWAY,LOSS,24.0
12964,2018-04-11,SAC,B. Bogdanović,W. Cauley-Stein,D. Fox,J. Jackson,J. Sampson,7799,HOME,WIN,13.0
3720,2018-04-11,DEN,W. Barton,W. Chandler,N. Jokić,P. Millsap,J. Murray,7792,AWAY,LOSS,6.0
2093,2018-04-11,CHI,C. Felício,S. Kilpatrick,L. Markkanen,D. Nwaba,C. Payne,7789,HOME,LOSS,32.0
14048,2018-04-11,TOR,O. Anunoby,D. DeRozan,S. Ibaka,K. Lowry,J. Valančiūnas,7791,AWAY,LOSS,7.0
10790,2018-04-11,ORL,D. Augustin,A. Gordon,M. Hezonja,W. Iwundu,N. Vučević,7795,HOME,WIN,9.0
14590,2018-04-11,UTA,D. Favors,R. Gobert,J. Ingles,D. Mitchell,R. Rubio,7798,AWAY,LOSS,9.0
6432,2018-04-11,LAC,T. Harris,W. Johnson,D. Jordan,A. Rivers,S. Thornwell,7797,HOME,LOSS,15.0
10247,2018-04-11,OKC,S. Adams,C. Anthony,C. Brewer,P. George,R. Westbrook,7794,HOME,WIN,14.0
4805,2018-10-16,GSW,S. Curry,K. Durant,D. Green,D. Jones,K. Thompson,7883,HOME,WIN,8.0
11334,2018-10-16,PHI,R. Covington,J. Embiid,M. Fultz,D. Šarić,B. Simmons,7882,AWAY,LOSS,18.0
1006,2018-10-16,BOS,J. Brown,G. Hayward,A. Horford,K. Irving,J. Tatum,7882,HOME,WIN,18.0
10248,2018-10-16,OKC,S. Adams,T. Ferguson,P. George,P. Patterson,D. Schröder,7883,AWAY,LOSS,8.0
1549,2018-10-17,BRK,J. Allen,J. Dudley,J. Harris,C. LeVert,D. Russell,7885,AWAY,LOSS,3.0
14049,2018-10-17,TOR,D. Green,K. Leonard,K. Lowry,P. Siakam,J. Valančiūnas,7889,HOME,WIN,12.0
6433,2018-10-17,LAC,P. Beverley,A. Bradley,D. Gallinari,M. Gortat,T. Harris,7893,HOME,LOSS,9.0
10791,2018-10-17,ORL,D. Augustin,E. Fournier,A. Gordon,J. Isaac,N. Vučević,7887,HOME,WIN,3.0
9704,2018-10-17,NYK,T. Burke,T. Hardaway,E. Kanter,F. Ntilikina,L. Thomas,7888,HOME,WIN,19.0
14591,2018-10-17,UTA,D. Favors,R. Gobert,J. Ingles,D. Mitchell,R. Rubio,7892,AWAY,WIN,6.0
17179,2018-10-17,CHO,N. Batum,J. Lamb,K. Walker,M. Williams,C. Zeller,7884,HOME,LOSS,1.0
3179,2018-10-17,DAL,L. Dončić,D. Finney-Smith,D. Jordan,W. Matthews,D. Smith,7894,AWAY,LOSS,21.0
5348,2018-10-17,HOU,C. Capela,J. Ennis,J. Harden,C. Paul,P. Tucker,7890,HOME,LOSS,19.0
5890,2018-10-17,IND,B. Bogdanović,D. Collison,V. Oladipo,M. Turner,T. Young,7886,HOME,WIN,28.0
463,2018-10-17,ATL,K. Bazemore,V. Carter,A. Len,T. Waller-Prince,T. Young,7888,AWAY,LOSS,19.0
7523,2018-10-17,MEM,M. Conley,M. Gasol,J. Green,C. Parsons,G. Temple,7886,AWAY,LOSS,28.0
9160,2018-10-17,MIN,J. Butler,T. Gibson,J. Teague,K. Towns,A. Wiggins,7891,AWAY,LOSS,4.0
17723,2018-10-17,NOP,A. Davis,J. Holiday,N. Mirotić,E. Moore,E. Payton,7890,AWAY,WIN,19.0
2636,2018-10-17,CLE,G. Hill,R. Hood,K. Love,C. Osman,T. Thompson,7889,AWAY,LOSS,12.0
11876,2018-10-17,PHO,R. Anderson,T. Ariza,D. Ayton,D. Booker,I. Canaan,7894,HOME,WIN,21.0
8068,2018-10-17,MIA,G. Dragić,D. Jones,R. McGruder,J. Richardson,H. Whiteside,7887,AWAY,LOSS,3.0
13506,2018-10-17,SAS,L. Aldridge,D. DeRozan,B. Forbes,R. Gay,J. Pöltl,7891,HOME,WIN,4.0
3721,2018-10-17,DEN,W. Barton,G. Harris,N. Jokić,P. Millsap,J. Murray,7893,AWAY,WIN,9.0
4262,2018-10-17,DET,B. Brown,A. Drummond,B. Griffin,R. Jackson,L. Kennard,7885,HOME,WIN,3.0
12965,2018-10-17,SAC,N. Bjelica,W. Cauley-Stein,Y. Ferrell,D. Fox,B. Hield,7892,HOME,LOSS,6.0
8613,2018-10-17,MIL,G. Antetokounmpo,E. Bledsoe,M. Brogdon,B. Lopez,K. Middleton,7884,AWAY,WIN,1.0
2094,2018-10-18,CHI,W. Carter,J. Holiday,Z. LaVine,C. Payne,B. Portis,7895,AWAY,LOSS,19.0
11335,2018-10-18,PHI,R. Covington,J. Embiid,M. Fultz,D. Šarić,B. Simmons,7895,HOME,WIN,19.0
12421,2018-10-18,POR,A. Aminu,J. Layman,D. Lillard,C. McCollum,J. Nurkić,7897,HOME,WIN,9.0
8069,2018-10-18,MIA,G. Dragić,D. Jones,R. McGruder,J. Richardson,H. Whiteside,7896,AWAY,WIN,1.0
6977,2018-10-18,LAL,K. Caldwell-Pope,B. Ingram,L. James,J. McGee,R. Rondo,7897,AWAY,LOSS,9.0
15137,2018-10-18,WAS,B. Beal,I. Mahinmi,M. Morris,O. Porter,J. Wall,7896,HOME,LOSS,1.0
10792,2018-10-19,ORL,D. Augustin,E. Fournier,A. Gordon,J. Isaac,N. Vučević,7898,HOME,LOSS,32.0
12966,2018-10-19,SAC,N. Bjelica,W. Cauley-Stein,Y. Ferrell,D. Fox,B. Hield,7902,AWAY,LOSS,20.0
4806,2018-10-19,GSW,S. Curry,K. Durant,D. Green,D. Jones,K. Thompson,7906,AWAY,WIN,1.0
2637,2018-10-19,CLE,G. Hill,R. Hood,K. Love,C. Osman,T. Thompson,7901,AWAY,LOSS,8.0
17180,2018-10-19,CHO,N. Batum,J. Lamb,K. Walker,M. Williams,C. Zeller,7898,AWAY,WIN,32.0
10249,2018-10-19,OKC,S. Adams,T. Ferguson,P. George,P. Patterson,D. Schröder,7905,AWAY,LOSS,16.0
9161,2018-10-19,MIN,J. Butler,T. Gibson,J. Teague,K. Towns,A. Wiggins,7901,HOME,WIN,8.0
1550,2018-10-19,BRK,J. Allen,J. Dudley,J. Harris,C. LeVert,D. Russell,7899,HOME,WIN,2.0
464,2018-10-19,ATL,K. Bazemore,V. Carter,A. Len,T. Waller-Prince,T. Young,7900,AWAY,LOSS,14.0
7524,2018-10-19,MEM,M. Conley,M. Gasol,J. Green,C. Parsons,G. Temple,7900,HOME,WIN,14.0
14050,2018-10-19,TOR,D. Green,S. Ibaka,K. Leonard,K. Lowry,P. Siakam,7903,HOME,WIN,12.0
6434,2018-10-19,LAC,P. Beverley,A. Bradley,D. Gallinari,M. Gortat,T. Harris,7905,HOME,WIN,16.0
8614,2018-10-19,MIL,G. Antetokounmpo,E. Bledsoe,M. Brogdon,B. Lopez,K. Middleton,7904,HOME,WIN,17.0
5891,2018-10-19,IND,B. Bogdanović,D. Collison,V. Oladipo,M. Turner,T. Young,7904,AWAY,LOSS,17.0
14592,2018-10-19,UTA,D. Favors,R. Gobert,J. Ingles,D. Mitchell,R. Rubio,7906,HOME,LOSS,1.0
17724,2018-10-19,NOP,A. Davis,J. Holiday,N. Mirotić,E. Moore,E. Payton,7902,HOME,WIN,20.0
9705,2018-10-19,NYK,T. Burke,T. Hardaway,E. Kanter,F. Ntilikina,L. Thomas,7899,AWAY,LOSS,2.0
1007,2018-10-19,BOS,J. Brown,G. Hayward,A. Horford,K. Irving,J. Tatum,7903,AWAY,LOSS,12.0
3180,2018-10-20,DAL,L. Dončić,D. Finney-Smith,D. Jordan,W. Matthews,D. Smith,7913,HOME,WIN,4.0
1551,2018-10-20,BRK,J. Allen,J. Dudley,J. Harris,C. LeVert,D. Russell,7907,AWAY,LOSS,20.0
1008,2018-10-20,BOS,A. Baynes,J. Brown,A. Horford,K. Irving,J. Tatum,7909,AWAY,WIN,2.0
11877,2018-10-20,PHO,R. Anderson,T. Ariza,D. Ayton,D. Booker,I. Canaan,7914,AWAY,LOSS,28.0
13507,2018-10-20,SAS,L. Aldridge,D. DeRozan,B. Forbes,R. Gay,J. Pöltl,7915,AWAY,LOSS,13.0
6978,2018-10-20,LAL,K. Caldwell-Pope,B. Ingram,L. James,J. McGee,R. Rondo,7916,HOME,LOSS,9.0
5892,2018-10-20,IND,B. Bogdanović,D. Collison,V. Oladipo,M. Turner,T. Young,7907,HOME,WIN,20.0
12422,2018-10-20,POR,A. Aminu,J. Layman,D. Lillard,C. McCollum,J. Nurkić,7915,HOME,WIN,13.0
15138,2018-10-20,WAS,B. Beal,I. Mahinmi,M. Morris,O. Porter,J. Wall,7908,HOME,LOSS,4.0
9162,2018-10-20,MIN,T. Gibson,J. Okogie,J. Teague,K. Towns,A. Wiggins,7913,AWAY,LOSS,4.0
4263,2018-10-20,DET,R. Bullock,A. Drummond,B. Griffin,R. Jackson,S. Johnson,7911,AWAY,WIN,2.0
14051,2018-10-20,TOR,O. Anunoby,D. Green,K. Lowry,N. Powell,J. Valančiūnas,7908,AWAY,WIN,4.0
3722,2018-10-20,DEN,W. Barton,G. Harris,N. Jokić,P. Millsap,J. Murray,7914,HOME,WIN,28.0
11336,2018-10-20,PHI,R. Covington,J. Embiid,M. Fultz,D. Šarić,B. Simmons,7910,HOME,WIN,1.0
5349,2018-10-20,HOU,C. Capela,J. Ennis,J. Harden,C. Paul,P. Tucker,7916,AWAY,WIN,9.0
2095,2018-10-20,CHI,W. Carter,J. Holiday,Z. LaVine,C. Payne,B. Portis,7911,HOME,LOSS,2.0
9706,2018-10-20,NYK,T. Burke,T. Hardaway,E. Kanter,F. Ntilikina,L. Thomas,7909,HOME,LOSS,2.0
17181,2018-10-20,CHO,N. Batum,J. Lamb,K. Walker,M. Williams,C. Zeller,7912,AWAY,WIN,1.0
8070,2018-10-20,MIA,G. Dragić,D. Jones,R. McGruder,J. Richardson,H. Whiteside,7912,HOME,LOSS,1.0
10793,2018-10-20,ORL,D. Augustin,E. Fournier,A. Gordon,J. Isaac,N. Vučević,7910,AWAY,LOSS,1.0
2638,2018-10-21,CLE,G. Hill,R. Hood,K. Love,C. Osman,T. Thompson,7917,HOME,LOSS,22.0
3723,2018-10-21,DEN,T. Craig,G. Harris,N. Jokić,P. Millsap,J. Murray,7919,HOME,WIN,2.0
6435,2018-10-21,LAC,P. Beverley,A. Bradley,D. Gallinari,M. Gortat,T. Harris,7920,HOME,WIN,3.0
465,2018-10-21,ATL,K. Bazemore,V. Carter,A. Len,T. Waller-Prince,T. Young,7917,AWAY,WIN,22.0
12967,2018-10-21,SAC,N. Bjelica,W. Cauley-Stein,D. Fox,B. Hield,I. Shumpert,7918,AWAY,WIN,11.0
5350,2018-10-21,HOU,C. Capela,J. Ennis,E. Gordon,J. Harden,P. Tucker,7920,AWAY,LOSS,3.0
4807,2018-10-21,GSW,S. Curry,K. Durant,D. Green,D. Jones,K. Thompson,7919,AWAY,LOSS,2.0
10250,2018-10-21,OKC,S. Adams,T. Ferguson,P. George,P. Patterson,R. Westbrook,7918,HOME,LOSS,11.0
6979,2018-10-22,LAL,L. Ball,K. Caldwell-Pope,L. James,K. Kuzma,J. McGee,7929,HOME,LOSS,1.0
3181,2018-10-22,DAL,L. Dončić,D. Finney-Smith,D. Jordan,W. Matthews,D. Smith,7925,HOME,WIN,6.0
2096,2018-10-22,CHI,W. Carter,K. Dunn,J. Holiday,Z. LaVine,B. Portis,7925,AWAY,LOSS,6.0
17182,2018-10-22,CHO,N. Batum,J. Lamb,K. Walker,M. Williams,C. Zeller,7922,AWAY,LOSS,21.0
