,date,Team,Player1,Player2,Player3,Player4,Player5,game_id,Location,Outcome,spread
6601,2014-01-07,LAL,P. Gasol,W. Johnson,K. Marshall,J. Meeks,R. Sacre,1829,AWAY,LOSS,13.0
13671,2014-01-07,TOR,D. DeRozan,A. Johnson,K. Lowry,T. Ross,J. Valančiūnas,1823,AWAY,LOSS,7.0
17345,2014-01-07,NOP,A. Ajinça,A. Aminu,A. Davis,E. Gordon,J. Holiday,1824,AWAY,LOSS,19.0
2803,2014-01-07,DAL,D. Blair,J. Calderón,M. Ellis,S. Marion,D. Nowitzki,1829,HOME,WIN,13.0
5513,2014-01-07,IND,P. George,R. Hibbert,G. Hill,L. Stephenson,D. West,1823,HOME,WIN,7.0
13130,2014-01-07,SAS,J. Ayres,M. Belinelli,T. Duncan,K. Leonard,T. Parker,1827,AWAY,WIN,2.0
12587,2014-01-07,SAC,D. Cousins,R. Gay,I. Thomas,J. Thompson,M. Thornton,1832,HOME,WIN,4.0
16804,2014-01-07,CHO,C. Douglas-Roberts,G. Henderson,A. Jefferson,J. McRoberts,K. Walker,1821,HOME,LOSS,14.0
12045,2014-01-07,POR,L. Aldridge,N. Batum,D. Lillard,R. Lopez,W. Matthews,1832,AWAY,LOSS,4.0
14217,2014-01-07,UTA,T. Burke,D. Favors,G. Hayward,R. Jefferson,M. Williams,1831,HOME,WIN,11.0
8236,2014-01-07,MIL,G. Antetokounmpo,E. İlyasova,B. Knight,L. Ridnour,L. Sanders,1828,HOME,LOSS,21.0
3344,2014-01-07,DEN,W. Chandler,K. Faried,R. Foye,J. Hickson,T. Lawson,1830,HOME,WIN,31.0
2260,2014-01-07,CLE,E. Clark,K. Irving,C. Miles,T. Thompson,A. Varejão,1822,HOME,WIN,18.0
7146,2014-01-07,MEM,M. Conley,K. Koufos,M. Miller,T. Prince,Z. Randolph,1827,HOME,LOSS,2.0
14758,2014-01-07,WAS,T. Ariza,B. Beal,T. Booker,M. Gortat,J. Wall,1821,AWAY,WIN,14.0
630,2014-01-07,BOS,B. Bass,A. Bradley,J. Crawford,J. Green,J. Sullinger,1830,AWAY,LOSS,31.0
5514,2014-01-08,IND,P. George,D. Granger,R. Hibbert,G. Hill,D. West,1835,AWAY,LOSS,10.0
6060,2014-01-08,LAC,D. Collison,J. Crawford,J. Dudley,B. Griffin,D. Jordan,1841,HOME,WIN,6.0
8784,2014-01-08,MIN,C. Brewer,K. Love,K. Martin,N. Peković,R. Rubio,1839,HOME,LOSS,1.0
631,2014-01-08,BOS,B. Bass,A. Bradley,J. Crawford,J. Green,K. Humphries,1841,AWAY,LOSS,6.0
17346,2014-01-08,NOP,A. Ajinça,A. Aminu,A. Davis,E. Gordon,J. Holiday,1838,HOME,LOSS,6.0
4432,2014-01-08,GSW,A. Bogut,S. Curry,A. Iguodala,D. Lee,K. Thompson,1836,AWAY,LOSS,4.0
4973,2014-01-08,HOU,R. Brewer,J. Harden,D. Howard,T. Jones,J. Lin,1837,HOME,WIN,14.0
14759,2014-01-08,WAS,T. Ariza,B. Beal,T. Booker,M. Gortat,J. Wall,1838,AWAY,WIN,6.0
2804,2014-01-08,DAL,D. Blair,J. Calderón,W. Ellington,M. Ellis,D. Nowitzki,1833,AWAY,LOSS,22.0
3887,2014-01-08,DET,K. Caldwell-Pope,A. Drummond,B. Jennings,G. Monroe,J. Smith,1834,AWAY,LOSS,21.0
13131,2014-01-08,SAS,B. Diaw,T. Duncan,D. Green,K. Leonard,T. Parker,1833,HOME,WIN,22.0
88,2014-01-08,ATL,P. Antić,D. Carroll,K. Korver,P. Millsap,J. Teague,1835,HOME,WIN,10.0
1173,2014-01-08,BRK,A. Anderson,K. Garnett,J. Johnson,S. Livingston,P. Pierce,1836,HOME,WIN,4.0
13672,2014-01-08,TOR,D. DeRozan,A. Johnson,K. Lowry,T. Ross,J. Valančiūnas,1834,HOME,WIN,21.0
11499,2014-01-08,PHO,G. Dragić,C. Frye,G. Green,M. Plumlee,P. Tucker,1839,AWAY,WIN,1.0
10415,2014-01-08,ORL,A. Afflalo,G. Davis,T. Harris,J. Nelson,V. Oladipo,1840,AWAY,LOSS,16.0
12046,2014-01-08,POR,L. Aldridge,N. Batum,D. Lillard,R. Lopez,W. Matthews,1840,HOME,WIN,16.0
6602,2014-01-08,LAL,P. Gasol,W. Johnson,K. Marshall,J. Meeks,R. Sacre,1837,AWAY,LOSS,14.0
9328,2014-01-09,NYK,C. Anthony,A. Bargnani,R. Felton,K. Martin,I. Shumpert,1842,HOME,WIN,10.0
7693,2014-01-09,MIA,C. Bosh,N. Cole,L. James,R. Lewis,D. Wade,1842,AWAY,LOSS,10.0
9873,2014-01-09,OKC,K. Durant,S. Ibaka,R. Jackson,K. Perkins,T. Sefolosha,1843,AWAY,LOSS,13.0
3345,2014-01-09,DEN,K. Faried,R. Foye,J. Hickson,T. Lawson,Q. Miller,1843,HOME,WIN,13.0
2261,2014-01-10,CLE,L. Deng,K. Irving,C. Miles,T. Thompson,A. Varejão,1852,AWAY,WIN,11.0
5515,2014-01-10,IND,P. George,R. Hibbert,G. Hill,L. Stephenson,D. West,1844,HOME,WIN,27.0
4974,2014-01-10,HOU,R. Brewer,J. Harden,D. Howard,T. Jones,J. Lin,1846,AWAY,LOSS,3.0
8785,2014-01-10,MIN,C. Brewer,K. Love,K. Martin,N. Peković,R. Rubio,1849,HOME,WIN,27.0
2805,2014-01-10,DAL,J. Calderón,J. Crowder,S. Dalembert,M. Ellis,D. Nowitzki,1850,AWAY,WIN,17.0
3888,2014-01-10,DET,K. Caldwell-Pope,A. Drummond,B. Jennings,G. Monroe,J. Smith,1845,AWAY,WIN,10.0
632,2014-01-10,BOS,B. Bass,A. Bradley,J. Crawford,J. Green,K. Humphries,1854,AWAY,LOSS,2.0
17347,2014-01-10,NOP,A. Ajinça,A. Aminu,A. Davis,E. Gordon,B. Roberts,1850,HOME,LOSS,17.0
8237,2014-01-10,MIL,G. Antetokounmpo,E. İlyasova,B. Knight,L. Ridnour,L. Sanders,1851,HOME,LOSS,9.0
4433,2014-01-10,GSW,A. Bogut,S. Curry,A. Iguodala,D. Lee,K. Thompson,1854,HOME,WIN,2.0
11500,2014-01-10,PHO,G. Dragić,C. Frye,G. Green,M. Plumlee,P. Tucker,1848,AWAY,LOSS,5.0
16805,2014-01-10,CHO,C. Douglas-Roberts,G. Henderson,A. Jefferson,J. McRoberts,K. Walker,1849,AWAY,LOSS,27.0
10416,2014-01-10,ORL,A. Afflalo,G. Davis,T. Harris,J. Nelson,V. Oladipo,1853,AWAY,LOSS,20.0
1174,2014-01-10,BRK,A. Anderson,K. Garnett,J. Johnson,S. Livingston,P. Pierce,1847,HOME,WIN,9.0
7147,2014-01-10,MEM,M. Conley,K. Koufos,M. Miller,T. Prince,Z. Randolph,1848,HOME,WIN,5.0
89,2014-01-10,ATL,P. Antić,D. Carroll,K. Korver,P. Millsap,J. Teague,1846,HOME,WIN,3.0
7694,2014-01-10,MIA,R. Allen,C. Bosh,N. Cole,L. James,R. Lewis,1847,AWAY,LOSS,9.0
6061,2014-01-10,LAC,D. Collison,J. Dudley,B. Griffin,D. Jordan,J. Redick,1855,HOME,WIN,36.0
14218,2014-01-10,UTA,T. Burke,A. Burks,D. Favors,R. Jefferson,M. Williams,1852,HOME,LOSS,11.0
10959,2014-01-10,PHI,J. Anderson,M. Carter-Williams,S. Hawes,E. Turner,T. Young,1845,HOME,LOSS,10.0
14760,2014-01-10,WAS,T. Ariza,B. Beal,T. Booker,M. Gortat,J. Wall,1844,AWAY,LOSS,27.0
12588,2014-01-10,SAC,D. Cousins,R. Gay,I. Thomas,J. Thompson,M. Thornton,1853,HOME,WIN,20.0
1717,2014-01-10,CHI,C. Boozer,J. Butler,M. Dunleavy,K. Hinrich,J. Noah,1851,AWAY,WIN,9.0
6603,2014-01-10,LAL,P. Gasol,W. Johnson,K. Marshall,J. Meeks,R. Sacre,1855,AWAY,LOSS,36.0
8238,2014-01-11,MIL,G. Antetokounmpo,E. İlyasova,B. Knight,K. Middleton,L. Sanders,1861,AWAY,LOSS,16.0
4975,2014-01-11,HOU,R. Brewer,J. Harden,D. Howard,T. Jones,J. Lin,1857,AWAY,WIN,7.0
11501,2014-01-11,PHO,G. Dragić,C. Frye,G. Green,M. Plumlee,P. Tucker,1858,AWAY,LOSS,2.0
3889,2014-01-11,DET,K. Caldwell-Pope,A. Drummond,B. Jennings,G. Monroe,J. Smith,1858,HOME,WIN,2.0
16806,2014-01-11,CHO,C. Douglas-Roberts,G. Henderson,A. Jefferson,J. McRoberts,K. Walker,1860,AWAY,LOSS,6.0
2806,2014-01-11,DAL,J. Calderón,J. Crowder,S. Dalembert,M. Ellis,D. Nowitzki,1862,HOME,WIN,3.0
9329,2014-01-11,NYK,C. Anthony,A. Bargnani,R. Felton,K. Martin,I. Shumpert,1859,AWAY,WIN,10.0
10417,2014-01-11,ORL,G. Davis,M. Harkless,T. Harris,J. Nelson,V. Oladipo,1863,AWAY,LOSS,26.0
13673,2014-01-11,TOR,D. DeRozan,A. Johnson,K. Lowry,T. Ross,J. Valančiūnas,1856,HOME,WIN,16.0
1718,2014-01-11,CHI,C. Boozer,M. Dunleavy,K. Hinrich,J. Noah,T. Snell,1860,HOME,WIN,6.0
3346,2014-01-11,DEN,K. Faried,R. Foye,J. Hickson,T. Lawson,Q. Miller,1863,HOME,WIN,26.0
633,2014-01-11,BOS,B. Bass,A. Bradley,J. Crawford,J. Green,K. Humphries,1864,AWAY,LOSS,8.0
1175,2014-01-11,BRK,A. Anderson,J. Johnson,S. Livingston,P. Pierce,M. Plumlee,1856,AWAY,LOSS,16.0
10960,2014-01-11,PHI,J. Anderson,M. Carter-Williams,S. Hawes,E. Turner,T. Young,1859,HOME,LOSS,10.0
14761,2014-01-11,WAS,T. Ariza,B. Beal,T. Booker,M. Gortat,J. Wall,1857,HOME,LOSS,7.0
9874,2014-01-11,OKC,K. Durant,S. Ibaka,R. Jackson,K. Perkins,T. Sefolosha,1861,HOME,WIN,16.0
12047,2014-01-11,POR,L. Aldridge,N. Batum,D. Lillard,R. Lopez,W. Matthews,1864,HOME,WIN,8.0
17348,2014-01-11,NOP,A. Aminu,A. Davis,E. Gordon,B. Roberts,J. Smith,1862,AWAY,LOSS,3.0
90,2014-01-12,ATL,G. Ayón,D. Carroll,K. Korver,P. Millsap,J. Teague,1865,AWAY,LOSS,7.0
13132,2014-01-12,SAS,B. Diaw,T. Duncan,D. Green,K. Leonard,T. Parker,1867,HOME,WIN,18.0
12589,2014-01-12,SAC,D. Cousins,R. Gay,I. Thomas,J. Thompson,M. Thornton,1866,HOME,WIN,44.0
8786,2014-01-12,MIN,C. Brewer,K. Love,K. Martin,N. Peković,R. Rubio,1867,AWAY,LOSS,18.0
7148,2014-01-12,MEM,M. Conley,K. Koufos,C. Lee,T. Prince,Z. Randolph,1865,HOME,WIN,7.0
2262,2014-01-12,CLE,L. Deng,K. Irving,C. Miles,T. Thompson,A. Varejão,1866,AWAY,LOSS,44.0
634,2014-01-13,BOS,A. Bradley,J. Crawford,J. Green,K. Humphries,J. Sullinger,1869,HOME,LOSS,12.0
13674,2014-01-13,TOR,D. DeRozan,A. Johnson,K. Lowry,T. Ross,J. Valančiūnas,1868,HOME,WIN,22.0
9330,2014-01-13,NYK,C. Anthony,A. Bargnani,R. Felton,K. Martin,I. Shumpert,1870,HOME,WIN,2.0
8239,2014-01-13,MIL,G. Antetokounmpo,E. İlyasova,B. Knight,K. Middleton,L. Sanders,1868,AWAY,LOSS,22.0
14219,2014-01-13,UTA,T. Burke,A. Burks,D. Favors,R. Jefferson,M. Williams,1874,HOME,WIN,15.0
14762,2014-01-13,WAS,T. Ariza,B. Beal,M. Gortat,N. Hilário,J. Wall,1871,AWAY,WIN,14.0
1719,2014-01-13,CHI,C. Boozer,J. Butler,M. Dunleavy,K. Hinrich,J. Noah,1871,HOME,LOSS,14.0
10418,2014-01-13,ORL,G. Davis,M. Harkless,T. Harris,J. Nelson,V. Oladipo,1873,AWAY,LOSS,19.0
11502,2014-01-13,PHO,G. Dragić,C. Frye,G. Green,M. Plumlee,P. Tucker,1870,AWAY,LOSS,2.0
4976,2014-01-13,HOU,J. Harden,D. Howard,T. Jones,J. Lin,C. Parsons,1869,AWAY,WIN,12.0
13133,2014-01-13,SAS,J. Ayres,T. Duncan,M. Ginóbili,K. Leonard,T. Parker,1872,AWAY,WIN,6.0
17349,2014-01-13,NOP,A. Aminu,A. Davis,E. Gordon,B. Roberts,J. Smith,1872,HOME,LOSS,6.0
3347,2014-01-13,DEN,K. Faried,R. Foye,J. Hickson,T. Lawson,Q. Miller,1874,AWAY,LOSS,15.0
2807,2014-01-13,DAL,J. Calderón,J. Crowder,S. Dalembert,M. Ellis,D. Nowitzki,1873,HOME,WIN,19.0
12590,2014-01-14,SAC,D. Cousins,R. Gay,I. Thomas,J. Thompson,M. Thornton,1876,AWAY,LOSS,24.0
9875,2014-01-14,OKC,K. Durant,S. Ibaka,R. Jackson,K. Perkins,T. Sefolosha,1877,AWAY,LOSS,3.0
9331,2014-01-14,NYK,C. Anthony,A. Bargnani,T. Chandler,R. Felton,I. Shumpert,1875,AWAY,LOSS,10.0
7149,2014-01-14,MEM,M. Conley,M. Gasol,C. Lee,T. Prince,Z. Randolph,1877,HOME,WIN,3.0
2263,2014-01-14,CLE,L. Deng,K. Irving,C. Miles,T. Thompson,A. Varejão,1878,AWAY,WIN,2.0
6604,2014-01-14,LAL,P. Gasol,W. Johnson,K. Marshall,J. Meeks,R. Sacre,1878,HOME,LOSS,2.0
16807,2014-01-14,CHO,G. Henderson,A. Jefferson,M. Kidd-Gilchrist,J. McRoberts,K. Walker,1875,HOME,WIN,10.0
5516,2014-01-14,IND,P. George,R. Hibbert,G. Hill,L. Stephenson,D. West,1876,HOME,WIN,24.0
12591,2014-01-15,SAC,D. Cousins,R. Gay,I. Thomas,J. Thompson,M. Thornton,1884,AWAY,WIN,3.0
2808,2014-01-15,DAL,J. Calderón,S. Dalembert,M. Ellis,S. Marion,D. Nowitzki,1890,AWAY,LOSS,2.0
4977,2014-01-15,HOU,J. Harden,D. Howard,T. Jones,J. Lin,C. Parsons,1885,AWAY,WIN,3.0
14763,2014-01-15,WAS,T. Ariza,B. Beal,M. Gortat,N. Hilário,J. Wall,1881,HOME,WIN,17.0
635,2014-01-15,BOS,A. Bradley,J. Green,K. Humphries,P. Pressey,J. Sullinger,1882,HOME,WIN,5.0
14220,2014-01-15,UTA,T. Burke,A. Burks,D. Favors,R. Jefferson,M. Williams,1886,AWAY,LOSS,4.0
10419,2014-01-15,ORL,G. Davis,M. Harkless,T. Harris,J. Nelson,V. Oladipo,1879,HOME,LOSS,3.0
12048,2014-01-15,POR,L. Aldridge,N. Batum,D. Lillard,R. Lopez,W. Matthews,1888,HOME,WIN,12.0
13675,2014-01-15,TOR,D. DeRozan,A. Johnson,K. Lowry,T. Ross,J. Valančiūnas,1882,AWAY,LOSS,5.0
8240,2014-01-15,MIL,G. Antetokounmpo,E. İlyasova,B. Knight,L. Ridnour,L. Sanders,1883,HOME,LOSS,5.0
6062,2014-01-15,LAC,D. Collison,J. Dudley,B. Griffin,D. Jordan,J. Redick,1890,HOME,WIN,2.0
11503,2014-01-15,PHO,G. Dragić,C. Frye,G. Green,M. Plumlee,P. Tucker,1887,HOME,WIN,7.0
10961,2014-01-15,PHI,J. Anderson,M. Carter-Williams,S. Hawes,E. Turner,T. Young,1880,HOME,WIN,3.0
1720,2014-01-15,CHI,C. Boozer,J. Butler,M. Dunleavy,K. Hinrich,J. Noah,1879,AWAY,WIN,3.0
13134,2014-01-15,SAS,J. Ayres,T. Duncan,M. Ginóbili,K. Leonard,T. Parker,1886,HOME,WIN,4.0
17350,2014-01-15,NOP,A. Aminu,A. Davis,E. Gordon,B. Roberts,J. Smith,1885,HOME,LOSS,3.0
7150,2014-01-15,MEM,M. Conley,M. Gasol,C. Lee,T. Prince,Z. Randolph,1883,AWAY,WIN,5.0
16808,2014-01-15,CHO,G. Henderson,A. Jefferson,M. Kidd-Gilchrist,J. McRoberts,K. Walker,1880,AWAY,LOSS,3.0
7695,2014-01-15,MIA,S. Battier,C. Bosh,N. Cole,L. James,D. Wade,1881,AWAY,LOSS,17.0
4434,2014-01-15,GSW,A. Bogut,S. Curry,A. Iguodala,D. Lee,K. Thompson,1889,HOME,LOSS,7.0
6605,2014-01-15,LAL,P. Gasol,J. Hill,W. Johnson,K. Marshall,J. Meeks,1887,AWAY,LOSS,7.0
3348,2014-01-15,DEN,W. Chandler,K. Faried,R. Foye,J. Hickson,T. Lawson,1889,AWAY,WIN,7.0
8787,2014-01-15,MIN,C. Brewer,K. Love,K. Martin,N. Peković,R. Rubio,1884,HOME,LOSS,3.0
2264,2014-01-15,CLE,L. Deng,K. Irving,C. Miles,T. Thompson,A. Varejão,1888,AWAY,LOSS,12.0
9332,2014-01-16,NYK,C. Anthony,A. Bargnani,T. Chandler,R. Felton,I. Shumpert,1892,AWAY,LOSS,28.0
1176,2014-01-16,BRK,A. Anderson,K. Garnett,J. Johnson,S. Livingston,P. Pierce,1891,AWAY,WIN,17.0
4978,2014-01-16,HOU,J. Harden,D. Howard,T. Jones,J. Lin,C. Parsons,1893,HOME,LOSS,12.0
91,2014-01-16,ATL,P. Antić,K. Korver,P. Millsap,J. Teague,L. Williams,1891,HOME,LOSS,17.0
9876,2014-01-16,OKC,K. Durant,S. Ibaka,R. Jackson,K. Perkins,T. Sefolosha,1893,AWAY,WIN,12.0
5517,2014-01-16,IND,P. George,R. Hibbert,G. Hill,L. Stephenson,D. West,1892,HOME,WIN,28.0
9333,2014-01-17,NYK,C. Anthony,A. Bargnani,T. Chandler,R. Felton,I. Shumpert,1894,HOME,LOSS,14.0
8788,2014-01-17,MIN,C. Brewer,K. Love,K. Martin,N. Peković,R. Rubio,1897,AWAY,LOSS,5.0
10420,2014-01-17,ORL,A. Afflalo,G. Davis,T. Harris,J. Nelson,V. Oladipo,1895,HOME,LOSS,10.0
11504,2014-01-17,PHO,G. Dragić,C. Frye,G. Green,M. Plumlee,P. Tucker,1904,HOME,LOSS,3.0
3890,2014-01-17,DET,K. Caldwell-Pope,A. Drummond,B. Jennings,G. Monroe,J. Smith,1900,HOME,LOSS,21.0
12049,2014-01-17,POR,L. Aldridge,N. Batum,D. Lillard,R. Lopez,W. Matthews,1902,AWAY,WIN,9.0
2809,2014-01-17,DAL,J. Calderón,S. Dalembert,M. Ellis,S. Marion,D. Nowitzki,1904,AWAY,WIN,3.0
3349,2014-01-17,DEN,W. Chandler,K. Faried,R. Foye,J. Hickson,T. Lawson,1903,HOME,LOSS,8.0
12592,2014-01-17,SAC,D. Cousins,R. Gay,I. Thomas,J. Thompson,M. Thornton,1901,AWAY,LOSS,1.0
7151,2014-01-17,MEM,M. Conley,M. Gasol,C. Lee,T. Prince,Z. Randolph,1901,HOME,WIN,1.0
7696,2014-01-17,MIA,S. Battier,C. Bosh,M. Chalmers,L. James,D. Wade,1896,AWAY,WIN,15.0
2265,2014-01-17,CLE,L. Deng,K. Irving,C. Miles,T. Thompson,A. Varejão,1903,AWAY,WIN,8.0
13676,2014-01-17,TOR,D. DeRozan,A. Johnson,K. Lowry,T. Ross,J. Valančiūnas,1897,HOME,WIN,5.0
13135,2014-01-17,SAS,M. Belinelli,B. Diaw,T. Duncan,K. Leonard,T. Parker,1902,HOME,LOSS,9.0
4435,2014-01-17,GSW,A. Bogut,S. Curry,A. Iguodala,D. Lee,K. Thompson,1905,AWAY,LOSS,6.0
6063,2014-01-17,LAC,D. Collison,J. Dudley,B. Griffin,D. Jordan,J. Redick,1894,AWAY,WIN,14.0
9877,2014-01-17,OKC,K. Durant,S. Ibaka,R. Jackson,K. Perkins,T. Sefolosha,1905,HOME,WIN,6.0
10962,2014-01-17,PHI,J. Anderson,M. Carter-Williams,S. Hawes,E. Turner,T. Young,1896,HOME,LOSS,15.0
14221,2014-01-17,UTA,T. Burke,A. Burks,D. Favors,R. Jefferson,M. Williams,1900,AWAY,WIN,21.0
636,2014-01-17,BOS,A. Bradley,J. Green,K. Humphries,R. Rondo,J. Sullinger,1899,HOME,LOSS,3.0
14764,2014-01-17,WAS,T. Ariza,B. Beal,M. Gortat,N. Hilário,J. Wall,1898,HOME,WIN,3.0
16809,2014-01-17,CHO,G. Henderson,A. Jefferson,M. Kidd-Gilchrist,J. McRoberts,K. Walker,1895,AWAY,WIN,10.0
6606,2014-01-17,LAL,P. Gasol,J. Hill,W. Johnson,K. Marshall,J. Meeks,1899,AWAY,WIN,3.0
1721,2014-01-17,CHI,C. Boozer,J. Butler,M. Dunleavy,K. Hinrich,J. Noah,1898,AWAY,LOSS,3.0
4979,2014-01-18,HOU,J. Harden,D. Howard,T. Jones,J. Lin,C. Parsons,1910,HOME,WIN,10.0
7697,2014-01-18,MIA,R. Allen,S. Battier,C. Bosh,M. Chalmers,L. James,1908,AWAY,WIN,8.0
8241,2014-01-18,MIL,G. Antetokounmpo,E. İlyasova,B. Knight,L. Ridnour,L. Sanders,1910,AWAY,LOSS,10.0
1722,2014-01-18,CHI,C. Boozer,J. Butler,M. Dunleavy,K. Hinrich,J. Noah,1909,HOME,WIN,25.0
17351,2014-01-18,NOP,A. Aminu,A. Davis,E. Gordon,B. Roberts,G. Stiemsma,1912,HOME,LOSS,10.0
8789,2014-01-18,MIN,C. Brewer,K. Love,K. Martin,N. Peković,R. Rubio,1911,HOME,WIN,26.0
12050,2014-01-18,POR,L. Aldridge,N. Batum,D. Lillard,R. Lopez,W. Matthews,1913,AWAY,WIN,16.0
14765,2014-01-18,WAS,T. Ariza,B. Beal,M. Gortat,N. Hilário,J. Wall,1907,HOME,LOSS,6.0
6064,2014-01-18,LAC,D. Collison,J. Dudley,B. Griffin,D. Jordan,J. Redick,1906,AWAY,LOSS,14.0
14222,2014-01-18,UTA,T. Burke,A. Burks,D. Favors,R. Jefferson,M. Williams,1911,AWAY,LOSS,26.0
4436,2014-01-18,GSW,A. Bogut,S. Curry,A. Iguodala,D. Lee,K. Thompson,1912,AWAY,WIN,10.0
5518,2014-01-18,IND,P. George,R. Hibbert,G. Hill,L. Stephenson,D. West,1906,HOME,WIN,14.0
2810,2014-01-18,DAL,J. Calderón,S. Dalembert,M. Ellis,S. Marion,D. Nowitzki,1913,HOME,LOSS,16.0
3891,2014-01-18,DET,K. Caldwell-Pope,A. Drummond,B. Jennings,G. Monroe,J. Smith,1907,AWAY,WIN,6.0
10963,2014-01-18,PHI,J. Anderson,M. Carter-Williams,S. Hawes,E. Turner,T. Young,1909,AWAY,LOSS,25.0
16810,2014-01-18,CHO,G. Henderson,A. Jefferson,M. Kidd-Gilchrist,J. McRoberts,K. Walker,1908,HOME,LOSS,8.0
11505,2014-01-19,PHO,G. Dragić,C. Frye,G. Green,M. Plumlee,P. Tucker,1918,HOME,WIN,14.0
9878,2014-01-19,OKC,K. Durant,S. Ibaka,R. Jackson,K. Perkins,T. Sefolosha,1916,HOME,WIN,15.0
10421,2014-01-19,ORL,A. Afflalo,G. Davis,T. Harris,J. Nelson,V. Oladipo,1915,HOME,WIN,2.0
13677,2014-01-19,TOR,D. DeRozan,A. Johnson,K. Lowry,T. Ross,J. Valančiūnas,1914,HOME,LOSS,6.0
12593,2014-01-19,SAC,D. Cousins,R. Gay,I. Thomas,J. Thompson,M. Thornton,1916,AWAY,LOSS,15.0
637,2014-01-19,BOS,A. Bradley,J. Green,K. Humphries,R. Rondo,J. Sullinger,1915,AWAY,LOSS,2.0
3350,2014-01-19,DEN,W. Chandler,K. Faried,E. Fournier,J. Hickson,T. Lawson,1918,AWAY,LOSS,14.0
13136,2014-01-19,SAS,M. Belinelli,B. Diaw,T. Duncan,C. Joseph,K. Leonard,1917,HOME,WIN,28.0
6607,2014-01-19,LAL,P. Gasol,W. Johnson,R. Kelly,K. Marshall,J. Meeks,1914,AWAY,WIN,6.0
8242,2014-01-19,MIL,G. Antetokounmpo,E. İlyasova,B. Knight,L. Ridnour,L. Sanders,1917,AWAY,LOSS,28.0
3892,2014-01-20,DET,K. Caldwell-Pope,A. Drummond,B. Jennings,G. Monroe,J. Smith,1920,HOME,LOSS,9.0
2811,2014-01-20,DAL,J. Calderón,S. Dalembert,M. Ellis,S. Marion,D. Nowitzki,1919,AWAY,WIN,5.0
9334,2014-01-20,NYK,C. Anthony,T. Chandler,R. Felton,P. Prigioni,I. Shumpert,1923,HOME,LOSS,23.0
16811,2014-01-20,CHO,G. Henderson,A. Jefferson,M. Kidd-Gilchrist,J. McRoberts,R. Sessions,1921,HOME,WIN,5.0
2266,2014-01-20,CLE,L. Deng,K. Irving,C. Miles,T. Thompson,A. Varejão,1919,HOME,LOSS,5.0
6065,2014-01-20,LAC,M. Barnes,D. Collison,B. Griffin,D. Jordan,J. Redick,1920,AWAY,WIN,9.0
6608,2014-01-20,LAL,P. Gasol,W. Johnson,R. Kelly,K. Marshall,J. Meeks,1926,AWAY,LOSS,2.0
4437,2014-01-20,GSW,A. Bogut,S. Curry,A. Iguodala,D. Lee,K. Thompson,1928,HOME,LOSS,8.0
12051,2014-01-20,POR,L. Aldridge,N. Batum,D. Lillard,R. Lopez,W. Matthews,1927,AWAY,LOSS,13.0
7152,2014-01-20,MEM,M. Conley,M. Gasol,C. Lee,T. Prince,Z. Randolph,1924,HOME,LOSS,3.0
5519,2014-01-20,IND,P. George,R. Hibbert,G. Hill,L. Stephenson,D. West,1928,AWAY,WIN,8.0
17352,2014-01-20,NOP,A. Aminu,A. Davis,E. Gordon,B. Roberts,G. Stiemsma,1924,AWAY,WIN,3.0
1177,2014-01-20,BRK,A. Anderson,K. Garnett,J. Johnson,S. Livingston,P. Pierce,1923,AWAY,WIN,23.0
1723,2014-01-20,CHI,C. Boozer,J. Butler,M. Dunleavy,K. Hinrich,J. Noah,1926,HOME,WIN,2.0
92,2014-01-20,ATL,P. Antić,D. Carroll,K. Korver,P. Millsap,J. Teague,1925,HOME,WIN,7.0
10964,2014-01-20,PHI,J. Anderson,M. Carter-Williams,S. Hawes,E. Turner,T. Young,1922,AWAY,LOSS,8.0
4980,2014-01-20,HOU,P. Beverley,J. Harden,D. Howard,D. Motiejūnas,C. Parsons,1927,HOME,WIN,13.0
7698,2014-01-20,MIA,R. Allen,S. Battier,C. Bosh,M. Chalmers,L. James,1925,AWAY,LOSS,7.0
13678,2014-01-20,TOR,D. DeRozan,A. Johnson,K. Lowry,T. Ross,J. Valančiūnas,1921,AWAY,LOSS,5.0
14766,2014-01-20,WAS,T. Ariza,B. Beal,M. Gortat,N. Hilário,J. Wall,1922,HOME,WIN,8.0
14223,2014-01-21,UTA,T. Burke,G. Hayward,R. Jefferson,E. Kanter,M. Williams,1933,HOME,LOSS,15.0
638,2014-01-21,BOS,A. Bradley,J. Green,K. Humphries,R. Rondo,J. Sullinger,1930,AWAY,LOSS,7.0
12052,2014-01-21,POR,L. Aldridge,N. Batum,D. Lillard,R. Lopez,W. Matthews,1932,AWAY,LOSS,8.0
10422,2014-01-21,ORL,A. Afflalo,G. Davis,T. Harris,J. Nelson,V. Oladipo,1929,AWAY,LOSS,11.0
17353,2014-01-21,NOP,A. Aminu,A. Davis,E. Gordon,B. Roberts,G. Stiemsma,1931,HOME,LOSS,17.0
1178,2014-01-21,BRK,A. Anderson,K. Garnett,J. Johnson,S. Livingston,P. Pierce,1929,HOME,WIN,11.0
12594,2014-01-21,SAC,D. Cousins,R. Gay,I. Thomas,J. Thompson,M. Thornton,1931,AWAY,WIN,17.0
9879,2014-01-21,OKC,K. Durant,S. Ibaka,R. Jackson,K. Perkins,T. Sefolosha,1932,HOME,WIN,8.0
